posicionador_noun	positioner_noun
jamieson_propernoun	jamieson_propernoun
natacha_propernoun	natacha_propernoun
a-l'instant_adverb	in-next-to-no-time_adverb
destinació_noun	destination_noun
o-una-cosa-així_adverb	or-so_adverb
juvanteny_propernoun	juvanteny_propernoun
molt-menys_adverb	much-less_adverb
exemple_noun	example_noun
nefelometria_noun	nephelometry_noun
ismael_propernoun	ismael_propernoun
palma_propernoun	palma_propernoun
provisionalment_adverb	provisionally_adverb
malgrat-tot_adverb	regardless_adverb
désiré_propernoun	désiré_propernoun
atleta_noun	athlete_noun
torrico_propernoun	torrico_propernoun
conducte_noun	pipe_noun
patró-or_noun	gold-standard_noun
fil_noun	yarn_noun
idealista_noun	idealist_noun
robichaud_propernoun	robichaud_propernoun
roba_noun	clothing_noun
bruce-springsteen_propernoun	bruce-springsteen_propernoun
gelateria_noun	ice-cream-parlour_noun
prat_propernoun	prat_propernoun
acalorar_verb	warm-up_verb
bergada_propernoun	bergada_propernoun
jolin_propernoun	jolin_propernoun
prolongació_noun	prolongation_noun
pertorbar_verb	disturb_verb
a-tret_adverb	within-gunshot_adverb
dinar_noun	lunch_noun
aeri_adjective	aerial_adjective
lucía_propernoun	lucía_propernoun
experimental_adjective	experimental_adjective
abrillantament_noun	brightening_noun
fernándo_propernoun	fernándo_propernoun
xiïta_adjective	shiite_adjective
salvio_propernoun	salvio_propernoun
pinzellada_noun	brushstroke_noun
dizazzo_propernoun	dizazzo_propernoun
camíns_propernoun	camíns_propernoun
najla_propernoun	najla_propernoun
efren_propernoun	efren_propernoun
diluvi_noun	deluge_noun
beaucaire_propernoun	beaucaire_propernoun
a-correu-seguit_adverb	by-return-of-post_adverb
rainerio_propernoun	rainerio_propernoun
fraccionar_verb	fractionate_verb
dissabte-vinent_adverb	next-saturday_adverb
carbajo_propernoun	carbajo_propernoun
incongruència_noun	incongruence_noun
social_adjective	social_adjective
hertfordshire_propernoun	hertfordshire_propernoun
lawrence_propernoun	lawrence_propernoun
stéphanie_propernoun	stéphanie_propernoun
whitlam_propernoun	whitlam_propernoun
yamal_propernoun	yamal_propernoun
descartar_verb	dismiss_verb
alat_adjective	winged_adjective
lemens_propernoun	lemens_propernoun
bbc_noun	bbc_noun
protagonitzar_verb	star_verb
guernica_propernoun	guernica_propernoun
acètic_adjective	acetic_adjective
a-temps_adverb	in-time_adverb
capil·lar_noun	capillary_noun
trever_propernoun	trever_propernoun
anastomosat_adjective	braided_adjective
acoblador_noun	coupler_noun
disparar_verb	fire-off_verb
interessant_adjective	worthwhile_adjective
alejandro_propernoun	alejandro_propernoun
manigut_adjective	sleeved_adjective
començar_verb	commence_verb
raffaela_propernoun	raffaela_propernoun
per-segona-vegada-consecutiva_adverb	for-the-second-time-round_adverb
per-la-seva-part_adverb	as-far-as-they-are-concerned_adverb
transcórrer_verb	elapse_verb
martensita_noun	martensite_noun
test_noun	pot_noun
a-la-vista_adverb	into-view_adverb
avet_noun	fir_noun
bibliotecari_noun	librarian_noun
micenes_propernoun	mycenae_propernoun
apel·lant_noun	appellant_noun
jürgen-trumpf_propernoun	jürgen-trumpf_propernoun
formació_noun	apprenticeship_noun
golf-de-mèxic_propernoun	gulf-of-mexico_propernoun
molino_propernoun	molino_propernoun
lynge_propernoun	lynge_propernoun
incoherent_adjective	incoherent_adjective
síl·laba_noun	syllable_noun
ràpidament_adverb	promptly_adverb
llarg_adjective	lengthy_adjective
neteja_noun	cleaning_noun
mitchel_propernoun	mitchel_propernoun
amb-precisió_adverb	accurately_adverb
dogmàtic_adjective	dogmatic_adjective
excessivament_adverb	excessively_adverb
sultona_propernoun	sultona_propernoun
associació_noun	association_noun
wenceslada_propernoun	wenceslada_propernoun
ressentiment_noun	resentment_noun
araceli_propernoun	araceli_propernoun
frankenstein_propernoun	frankenstein_propernoun
esperançador_adjective	hopeful_adjective
emelina_propernoun	emelina_propernoun
marcelino_propernoun	marcelino_propernoun
alzate_propernoun	alzate_propernoun
punt-de-vista_noun	viewpoint_noun
camp_noun	countryside_noun
conill_propernoun	conill_propernoun
cellerer_noun	cellarman_noun
fabia_propernoun	fabia_propernoun
humoral_adjective	humoral_adjective
aviació_noun	aviation_noun
bisetmanal_adjective	biweekly_adjective
lapònia_propernoun	lapland_propernoun
diari_adjective	daily_adjective
guertin_propernoun	guertin_propernoun
transcendental_adjective	momentous_adjective
morro_noun	muzzle_noun
sobrecost_noun	cost-overrun_noun
brau_propernoun	brau_propernoun
llauna_noun	can_noun
volcà_noun	volcano_noun
fosc_adjective	obscure_adjective
com-ara_preposition	such-as_preposition
lloyd_propernoun	lloyd_propernoun
phillip_propernoun	phillip_propernoun
manyà_noun	locksmith_noun
miren_propernoun	miren_propernoun
saber-molt-greu_verb	be-very-sorry_verb
segons-les-aparences_adverb	by-all-appearances_adverb
qumaluk_propernoun	qumaluk_propernoun
benedicta_propernoun	benedicta_propernoun
arcuri_propernoun	arcuri_propernoun
convèncer_verb	convince_verb
teràpia_noun	therapy_noun
iberio_propernoun	iberio_propernoun
de-manera-compacta_adverb	compactly_adverb
neodimi_noun	neodymium_noun
plus_noun	plus_noun
oligopoli_noun	oligopoly_noun
fabulós_adjective	terrific_adjective
exploratori_adjective	exploratory_adjective
woodward_propernoun	woodward_propernoun
detritívor_noun	detritivore_noun
protohistòria_noun	protohistory_noun
julia_propernoun	julia_propernoun
teofilo_propernoun	teofilo_propernoun
taipei_propernoun	taipei_propernoun
desforestar_verb	deforest_verb
setanta-tresè_adjective	seventy-third_adjective
dávalos_propernoun	dávalos_propernoun
reverència_noun	bow_noun
divulgatiu_adjective	informative_adjective
encallar_verb	strand_verb
qualsevol_pronoun	any_pronoun
excepte_preposition	but_preposition
clinio_propernoun	clinio_propernoun
dípter_adjective	dipteral_adjective
llogarret_noun	hamlet_noun
tusk_propernoun	tusk_propernoun
barnabé_propernoun	barnabé_propernoun
recrear_verb	re-create_verb
bertilia_propernoun	bertilia_propernoun
holandès_noun	dutch_noun
federika_propernoun	federika_propernoun
fidelment_adverb	faithfully_adverb
ecofisiologia_noun	ecophysiology_noun
leproseria_noun	leprosarium_noun
garrofa_noun	vetch_noun
bimensual_adjective	bimensual_adjective
hematopoesi_noun	hematopoiesis_noun
autopista_noun	highway_noun
perspicaç_adjective	perceptive_adjective
de-moda_adjective	fashionable_adjective
seu_adjective	his_adjective
seu_possessivepronoun	his_possessivepronoun
seu_adjective	his_adjective
seu_possessivepronoun	his_possessivepronoun
seu_adjective	his_adjective
seu_possessivepronoun	his_possessivepronoun
plomall_noun	feather-duster_noun
llibretista_noun	librettist_noun
obsulia_propernoun	obsulia_propernoun
collir_verb	harvest_verb
desossar_verb	pit_verb
meridional_adjective	meridional_adjective
soweto_propernoun	soweto_propernoun
turró_propernoun	turró_propernoun
lot_propernoun	lot_propernoun
democratització_noun	democratization_noun
simfonia_noun	symphony_noun
en-la-quinta-forca_adverb	in-the-middle-of-nowhere_adverb
florí_noun	guilder_noun
revelles_propernoun	revelles_propernoun
francis-borgia_propernoun	francis-borgia_propernoun
samaria_propernoun	samaria_propernoun
brenna_propernoun	brenna_propernoun
modificador_noun	modifier_noun
persistent_adjective	persistent_adjective
neurocrani_noun	neurocranium_noun
cuir_noun	scalp_noun
trímetre_noun	trimeter_noun
de-puntetes_adverb	on-tiptoe_adverb
élie_propernoun	élie_propernoun
nobunaga_propernoun	nobunaga_propernoun
dragar_verb	dredge_verb
arran-de_preposition	as-a-result-of_preposition
barallar_verb	litigate_verb
en-dèficit_adverb	in-deficit_adverb
túbul_noun	tubule_noun
reticulocitosi_noun	reticulocytosis_noun
abominar_verb	abominate_verb
prost_propernoun	prost_propernoun
postular_verb	posit_verb
residual_adjective	residual_adjective
deolinda_propernoun	deolinda_propernoun
raymundo_propernoun	raymundo_propernoun
lacrimotomia_noun	lacrimotomy_noun
sosteniblement_adverb	sustainably_adverb
canoner_noun	gunboat_noun
polimerització_noun	polymerization_noun
kamron_propernoun	kamron_propernoun
estereoquímica_noun	stereochemistry_noun
pasturar_verb	graze_verb
scot_propernoun	scot_propernoun
enquesta_noun	survey_noun
enganyosament_adverb	deceptively_adverb
diamagnètic_adjective	diamagnetic_adjective
restringir_verb	restrict_verb
braden_propernoun	braden_propernoun
invernón_propernoun	invernón_propernoun
granja_propernoun	granja_propernoun
nombre_noun	numeral_noun
barbaritat_noun	nonsense_noun
alec_propernoun	alec_propernoun
gerd_noun	raspberry_noun
lucy_propernoun	lucy_propernoun
localia_propernoun	localia_propernoun
fibrosi_noun	fibrosis_noun
sacietat_noun	satiety_noun
taronjada_noun	orangeade_noun
iva_noun	vat_noun
illes-malvines_propernoun	falklands_propernoun
carén_propernoun	carén_propernoun
emitància_noun	emittance_noun
sears_propernoun	sears_propernoun
xicot_noun	boy_noun
macho_propernoun	macho_propernoun
morillo_propernoun	morillo_propernoun
seül_propernoun	seoul_propernoun
bastia_propernoun	bastia_propernoun
quayle_propernoun	quayle_propernoun
vallverdu_propernoun	vallverdu_propernoun
isocrates_propernoun	isocrates_propernoun
olivina_noun	olivine_noun
legalitat_noun	lawfulness_noun
confederació_noun	confederacy_noun
pros_propernoun	pros_propernoun
cutani_adjective	cutaneous_adjective
maionesa_noun	mayonnaise_noun
dins-de_preposition	within_preposition
el-juny-que-ve_adverb	next-june_adverb
piramidal_adjective	pyramidal_adjective
hipotecar_verb	mortgage_verb
huppé_propernoun	huppé_propernoun
olimpio_propernoun	olimpio_propernoun
estímul_noun	stimulus_noun
gravar_verb	engrave_verb
tàpena_noun	caper_noun
mobiliari_noun	furniture_noun
comanda_noun	request_noun
escàs_adjective	sparse_adjective
estandardització_noun	standardization_noun
simbolització_noun	symbolisation_noun
crucificar_verb	crucify_verb
xicot_noun	girl_noun
tonio_propernoun	tonio_propernoun
correlatiu_adjective	correlative_adjective
echepares_propernoun	echepares_propernoun
escassesa_noun	shortage_noun
colpron_propernoun	colpron_propernoun
i-viceversa_adverb	and-vice-versa_adverb
fullatge_noun	foliage_noun
desproporcionat_adjective	disproportionate_adjective
aquesta-tarda_adverb	this-afternoon_adverb
gareth_propernoun	gareth_propernoun
elsa_propernoun	elsa_propernoun
tartan_noun	tartan_noun
cisma_noun	schism_noun
hage_propernoun	hage_propernoun
intensificar_verb	intensify_verb
bernatchez_propernoun	bernatchez_propernoun
matriculació_noun	registration_noun
adelquis_propernoun	adelquis_propernoun
àdhuc_adverb	even_adverb
basart_propernoun	basart_propernoun
copròfag_adjective	coprophagous_adjective
malai_noun	malaysian_noun
manilla_noun	manacle_noun
quaranta-tresè_adjective	forty-third_adjective
mcmahon_propernoun	mcmahon_propernoun
portaequipatge_noun	trunk_noun
xilè_noun	chilean_noun
combinable_adjective	combinable_adjective
reactivar_verb	reactivate_verb
infància_noun	boyhood_noun
humidímetre_noun	humidimeter_noun
benjamine_propernoun	benjamine_propernoun
rullo_propernoun	rullo_propernoun
suzette_propernoun	suzette_propernoun
ferroviari_adjective	rail_adjective
toll_noun	puddle_noun
mostassa_noun	mustard_noun
rusiñol_propernoun	rusiñol_propernoun
frontera_noun	boundary_noun
coverdale_propernoun	coverdale_propernoun
d'acord-mutu_adverb	by-mutual-agreement_adverb
d'arquimedes_adjective	archimedean_adjective
dorotea_propernoun	dorotea_propernoun
sexe_noun	sex_noun
tot-recte_adverb	straight-ahead_adverb
patrice_propernoun	patrice_propernoun
cedeño_propernoun	cedeño_propernoun
en-desacord_adverb	at-loggerheads_adverb
madden_propernoun	madden_propernoun
shoemaker_propernoun	shoemaker_propernoun
guant_noun	glove_noun
desenrotllable_adjective	scrollable_adjective
anadón_propernoun	anadón_propernoun
aposta_noun	betting_noun
pura_propernoun	pura_propernoun
viacom_propernoun	viacom_propernoun
perquè_noun	reason_noun
catetòmetre_noun	cathetometer_noun
mtorolita_noun	mtorolite_noun
pacificar_verb	pacify_verb
dembele_propernoun	dembele_propernoun
definir_verb	define_verb
leonardo_propernoun	leonardo_propernoun
clandestinament_adverb	clandestinely_adverb
des-d'aquest-moment_adverb	from-this-moment-forth_adverb
en-fila-de-dos_adverb	two-abreast_adverb
raid_propernoun	raid_propernoun
bilió_noun	trillion_noun
autobús_noun	bus_noun
aigua-salada_noun	saltwater_noun
sentimental_adjective	sentimental_adjective
google-summer-of-code_propernoun	google-summer-of-code_propernoun
carbó_propernoun	carbó_propernoun
alliberador_adjective	liberating_adjective
en-segon-lloc_adverb	in-the-second-place_adverb
conjuntival_adjective	conjunctival_adjective
adreça-base_noun	base-address_noun
acereria_noun	steelworks_noun
boçar_verb	vomit_verb
fisiologia_noun	physiology_noun
aportació_noun	contribution_noun
confluència_noun	confluence_noun
endarrera_adverb	back_adverb
sarna_noun	scabies_noun
veanella_propernoun	veanella_propernoun
silvicultura_noun	sylviculture_noun
imitador_noun	imitator_noun
vuit_numeral	eight_numeral
janice_propernoun	janice_propernoun
tristian_propernoun	tristian_propernoun
juntura_noun	seal_noun
necròpoli_noun	necropolis_noun
amunt_adverb	up_adverb
crioll_noun	creole_noun
tea_propernoun	tea_propernoun
ballabey_propernoun	ballabey_propernoun
abilio_propernoun	abilio_propernoun
telèfon-mòbil_noun	mobile-phone_noun
juanpere_propernoun	juanpere_propernoun
ombra_noun	shade_noun
kamiński_propernoun	kamiński_propernoun
ah_interjection	ah_interjection
maldonado_propernoun	maldonado_propernoun
edredó_noun	eiderdown_noun
hana_propernoun	hana_propernoun
èmfasi_noun	emphasis_noun
volant_noun	steering-wheel_noun
dia-i-nit_adverb	day-and-night_adverb
metilació_noun	methylation_noun
jaquez_propernoun	jaquez_propernoun
estacionalitat_noun	seasonality_noun
trencar_verb	break_verb
thiffault_propernoun	thiffault_propernoun
reizabal_propernoun	reizabal_propernoun
economicisme_noun	economism_noun
generalment_adverb	generally_adverb
exacerbar_verb	exacerbate_verb
dúmper_noun	dumper_noun
acomiadament_noun	dismissal_noun
velasco_propernoun	velasco_propernoun
halperin_propernoun	halperin_propernoun
mississipí_propernoun	mississippi_propernoun
clinoseqüència_noun	clinosequence_noun
innatisme_noun	innatism_noun
luxació_noun	luxation_noun
lubricació_noun	lubrication_noun
ninón_propernoun	ninón_propernoun
eula_propernoun	eula_propernoun
hutchison_propernoun	hutchison_propernoun
encobriment_noun	whitewash_noun
ingressar_verb	pay_verb
boracita_noun	boracite_noun
irritació_noun	irritation_noun
xemeneia_noun	funnel_noun
melsa_noun	spleen_noun
egoista_adjective	egotistic_adjective
resurrecció_noun	resurrection_noun
embornal_noun	scupper_noun
mosquit_noun	mosquito_noun
designar_verb	designate_verb
cambridge_propernoun	cambridge_propernoun
sandez_propernoun	sandez_propernoun
florir_verb	flourish_verb
sawyer_propernoun	sawyer_propernoun
anticolonialista_adjective	anti-colonialist_adjective
defensiu_adjective	defensive_adjective
recerca_noun	enquiry_noun
columel·la_noun	columella_noun
auberon_propernoun	auberon_propernoun
de-forma-adequada_adverb	adequately_adverb
psammita_noun	psammite_noun
febre_noun	fever_noun
chaine_propernoun	chaine_propernoun
barreras_propernoun	barreras_propernoun
mélanie_propernoun	mélanie_propernoun
socias_propernoun	socias_propernoun
tèrmic_adjective	thermal_adjective
isandro_propernoun	isandro_propernoun
planifoli_adjective	broadleaf_adjective
llauradó_propernoun	llauradó_propernoun
pensió_noun	guesthouse_noun
desviació_noun	diversion_noun
en-un-mal-moment_adverb	at-an-all-time-low_adverb
adornar_verb	adorn_verb
celfa_propernoun	celfa_propernoun
dessaints_propernoun	dessaints_propernoun
excomulgar_verb	excommunicate_verb
saganash_propernoun	saganash_propernoun
serbi_adjective	serbian_adjective
nàutic_adjective	nautical_adjective
majestuosament_adverb	majestically_adverb
rizòpode_noun	rhizopod_noun
recursivitat_noun	recursivity_noun
urdiales_propernoun	urdiales_propernoun
amyot_propernoun	amyot_propernoun
allotjar_verb	billet_verb
electrificació_noun	electrification_noun
banderer_adjective	championing_adjective
nicodemo_propernoun	nicodemo_propernoun
iliana_propernoun	iliana_propernoun
st-georges_propernoun	st-georges_propernoun
claudino_propernoun	claudino_propernoun
crucialment_adverb	crucially_adverb
cocaïna_noun	cocaine_noun
ambulància_noun	ambulance_noun
pet_noun	explosion_noun
processó_noun	pageant_noun
vinagre_propernoun	vinagre_propernoun
vargas_propernoun	vargas_propernoun
apartat-de-correus_noun	post-office-box_noun
peral_propernoun	peral_propernoun
penúltim_adjective	penultimate_adjective
al·lopàtric_adjective	allopatric_adjective
empaquetatge_noun	packaging_noun
kourtney_propernoun	kourtney_propernoun
ensangonat_adjective	bloodstained_adjective
ribas_propernoun	ribas_propernoun
protètic_adjective	prothetic_adjective
tancar_verb	lock_verb
quintina_propernoun	quintina_propernoun
presidència_noun	chair_noun
febrada_noun	madness_noun
ròtic_adjective	rhotic_adjective
electra_propernoun	electra_propernoun
probablement-no-poder_modal	be-unlikely_modal
piròfit_noun	pyrophyte_noun
raúl-cubas-grau_propernoun	raúl-cubas-grau_propernoun
grifell_propernoun	grifell_propernoun
