cywiro,correct,verb
ymbellhau,recede,verb
Emiriaethau Arabaidd Unedig,United Arab Emirates,properNoun
bwthyn,cottage,noun
Calvin,Calvin,properNoun
diddiwedd,endless,adjective
Algeria,Algeria,properNoun
troslun,transfer,noun
degoli,decimalise,verb
sgwrs,chat,noun
cyfan,whole,adjective
Bogotá,Bogota,properNoun
persawr,perfume,noun
bai,fault,noun
amherthnasol,not applicable,adjective
cyfrinachol,confidential,adjective
dechreuwr,novice,noun
bywluniedig,animated,adjective
caddugo,darken,verb
au,s,numeral
map,map,noun
arlwyo,cater,verb
cynghori,advise,verb
hirhoedlog,long-lived,adjective
clipio,clip,verb
hysbysebu,advertise,verb
annymunol,unpleasant,adjective
Ifans,Ifans,properNoun
Jodie,Jodie,properNoun
siopwr,shopper,noun
archebu,order,verb
dirywiad,degeneration,noun
rhagrithio,be hypocritical,verb
llawdriniaeth Gesaraidd,Caesarean section,noun
llefain,cry,verb
llefain,cry,presentParticipleAdjective
pentwr,heap,noun
chwerthin,laughter,noun
ymollyngdod,relaxation,noun
llwytho,load,verb
inswleiddio,insulate,verb
eu hun,themselves,pronoun
eu hun,themselves,reflexivePersonalPronoun
teilwrio,tailor,verb
teilwrio,tailor,presentParticipleAdjective
anifail anwes,pet,noun
Catherine,Catherine,properNoun
deuparth,two-thirds,noun
cloddfa,mine,noun
rheol,rule,noun
cenfigennus,envious,adjective
decilitr,decilitre,noun
newyddiaduriaeth,journalism,noun
siffrwd,rustle,verb
mor,so,adverb
cydfeddiannu,possess in common,verb
lladrata,rob,verb
strancio,throw a tantrum,verb
cynhwysfawr,comprehensive,adjective
pŵl,fading,adjective
ailgenhedlu,re-beget,verb
cywasgydd,compressor,noun
aflwyddo,fail,verb
mewian,mew,verb
llwydnetig,greynetic,adjective
lletraws,oblique,adjective
ymwelwr,visitor,noun
aseiniad,assignment,noun
pistyllu,spout,verb
arwyddair,motto,noun
hambwrdd,tray,noun
hoffter,preference,noun
cylchfa,zone,noun
tystiolaeth,testimony,noun
rhyddhad,liberation,noun
corff,body,noun
union,exact,adjective
gorwel,horizon,noun
statig,static,adjective
pureiddio,purify,verb
Twrci,Turkey,properNoun
gweriniaeth,republic,noun
rhygyngu,canter,verb
cryf,strong,adjective
Jackson,Jackson,properNoun
dihangol,safe,adjective
blysu,crave,verb
diddanu,comfort,verb
cymathiad,assimilation,noun
goresgyniad,invasion,noun
fforffedu,forfeit,verb
clebran,prattle,verb
pragmatiaeth,pragmatism,noun
bin,bin,noun
monopoli,monopoly,noun
Catâr,Qatar,properNoun
Marseille,Marseille,properNoun
a,that,relativePronoun
a,that,pronoun
a,that,determiner
a,that,demonstrativePronoun
Prif Weinidog,Prime Minister,noun
diffeithwch,wilderness,noun
newyddu,renew,verb
pedrant,quadrant,noun
democrateiddio,democratise,verb
yn anad,more than,preposition
cydweithredol,cooperative,adjective
Ross,Ross,properNoun
moddlinell,modeline,noun
clustfain,perceptive,adjective
gwreiddyn,root,noun
addasrwydd,appropriateness,noun
piano,piano,noun
dyfrhau,water,verb
dyhead,aspiration,noun
oes angen,there be a need,verb
Smith,Smith,properNoun
anhepgorol,indispensable,adjective
tymor-hir,long-term,adjective
cwyro,polish,verb
derbynnydd,receiver,noun
cyhoedd,public,noun
Arthur,Arthur,properNoun
clipfwrdd,clipboard,noun
diolch yn fawr iawn i chi,thank you very much indeed,interjection
wythnosol,weekly,adjective
gloywder,brightness,noun
dwyfoli,deify,verb
monoch chi,not you,adverb
iselu,lower,verb
dichlynu,grade,verb
gardd,garden,noun
teigr,tiger,noun
unfed,first,adjective
Tchad,Chad,properNoun
Nadia,Nadia,properNoun
nos,night,noun
Tachwedd,November,noun
chwimio,budge,verb
bowlio,bowl,verb
poeni,worry,verb
tirfeddiannwr,landowner,noun
ffenomen,phenomenon,noun
ffrwydrydd,blaster,noun
enghraifft,instance,noun
pwll tywod,sandbox,noun
arlunydd,artist,noun
traeth,beach,noun
clôn,clone,noun
Morgan,Morgan,properNoun
atodol,supplementary,adjective
coluro,colour,verb
cainc,branch,noun
terfysgaeth,terrorism,noun
creffynnu,bind,verb
thesawrus,thesaurus,noun
cyfochrog,parallel,adjective
olddodiad,suffix,noun
cyfraniad,contribution,noun
hyfrydwch,delight,noun
ystadegaeth,statistics,noun
cyn-fyfyriwr,fellow student,noun
cynulliad,assembly,noun
blaendalu,pay in advance,verb
Ynysoedd y Maldives,Maldives,properNoun
llosgi,burn,verb
Taleithiau Ffederal Micronesia,Federated States of Micronesia,properNoun
garwhau,roughen,verb
uchafswm,maximum,noun
damsangu,trample,verb
dyfnhau,deepen,verb
Owen,Owen,properNoun
ymddihatru,undress,verb
Denys,Denys,properNoun
Josep,Josep,properNoun
slafaidd,slavish,adjective
teilwra,tailor,verb
teilwra,tailor,presentParticipleAdjective
esgeulustod,negligence,noun
Niwbwrch,Newborough,properNoun
radio,radio,noun
Harriet,Harriet,properNoun
Luke,Luke,properNoun
hollt,forked,adjective
ariannu,finance,verb
cymylu,overshadow,verb
Rhondda,Rhondda,properNoun
llawn,full,adjective
cystadleuaeth,competition,noun
symudiad,movement,noun
sant,saint,noun
rhywbeth,something,pronoun
argeisio,seek,verb
serennu,sparkle,verb
cydfodoli,co-exist,verb
turn,lathe,noun
ymagweddiad,attitude,noun
hiraeth,nostalgia,noun
cynhaliwr,supporter,noun
ailgymodi,reconcile again,verb
presenoli,present,verb
Charli,Charli,properNoun
dosbarthu,distribute,verb
delfryd,ideal,noun
diriaethol,concrete,adjective
Benin,Benin,properNoun
efelychydd,emulator,noun
cysefin,prime,adjective
bwydo,feed,verb
arbenigol,specialist,adjective
rhesymoliaeth,rationalism,noun
ymaith,away,adverb
Noa,Noa,properNoun
gwallgofi,go mad,verb
ffordd,road,noun
amorteiddiad,amortisation,noun
uwchddefnyddiwr,superuser,noun
anuniongyrchol,indirect,adjective
agor,open,verb
penwn,pennant,noun
rheiddiadu,radiate,verb
etholiadol,electoral,adjective
Dyfed,Dyfed,properNoun
ymddeol,retire,verb
sbecian,peep,verb
llusgo,drag,verb
Natàlia,Natàlia,properNoun
cofftio,quaff,verb
fesul llinell,linewise,adverb
angheuol,fatal,adjective
amherthnasol,off-topic,adjective
cynghorydd,councillor,noun
dioddef,suffer,verb
atgyfnerthu,replenish,verb
halio,haul,verb
siŵr,sure,adjective
blaengaredd,initiative,noun
penio,head,verb
ochrgamu,side-step,verb
naill,either,determiner
tolcio,dent,verb
amgylcheddol,environmental,adjective
llorio,floor,verb
aflonyddu,disturb,verb
septagon,septagon,noun
cwblhau,complete,verb
centigram,centigram,noun
dinistriol,destructive,adjective
gwahaniaethu,differentiate,verb
cynhyrfus,exciting,adjective
Esme,Esme,properNoun
gwahodd,invite,verb
ymdreiddio,pervade,verb
yr Unol Daleithiau,United States,properNoun
herwgipio,kidnap,verb
proffidio,profit,verb
Ali,Ali,properNoun
Emily,Emily,properNoun
egnioli,energise,verb
teuluol,familial,adjective
amddiffynnol,defensive,adjective
Beverley,Beverley,properNoun
ffeibr,fibre,noun
cardiag,cardiac,adjective
cydleoli,colocate,verb
egru,sour,verb
deilio,leaf,verb
preswylio,reside,verb
cylchred,cycle,noun
heulo,sun,verb
Maude,Maude,properNoun
lleuadol,lunar,adjective
profi,examine,verb
estroneiddio,estrange,verb
allforiad,export,noun
gwaedlif,dysentery,noun
lleddfu,mitigate,verb
llesteirio,hinder,verb
hoetian,gallivant,verb
monitro,monitor,verb
cynnull,gather,verb
uchafrif,maximum,noun
mynydda,climb mountains,verb
clawdd,hedge,noun
gefynnu,shackle,verb
camamseru,mistime,verb
pris,price,noun
braidd,rather,adverb
budd-ddeiliad,beneficiary,noun
Barbara,Barbara,properNoun
gwarantu,guarantee,verb
ping,ping,noun
darllenydd,reader,noun
Francesca,Francesca,properNoun
trefniant,arrangement,noun
fferru,freeze,verb
postio,post,verb
difrifoldeb,severity,noun
gweld,see,verb
gweld,see,presentParticipleAdjective
rhaglennwr,programmer,noun
dinesydd,citizen,noun
amlchwaraewr,multiplayer,adjective
camddefnyddio,misuse,verb
hysbyddu,exhaust,verb
aeddfedu,mature,verb
llun,picture,noun
twristiaeth,tourism,noun
Christian,Christian,properNoun
rhethregu,speak rhetorically,verb
i,to,preposition
Stevens,Stevens,properNoun
ymgeleddu,succour,verb
fflyrtio,flirt,verb
bywiog,lively,adjective
hanesyddol,historical,adjective
siom,disappointment,noun
igamogamu,zigzag,verb
ymuno â,join,verb
Chanel,Chanel,properNoun
Rhufeinig,Roman,adjective
pe,if,subordinatingConjunction
poblogaeth,population,noun
Pau,Pau,properNoun
trafaelu,labour,verb
ymgynghreirio,ally oneself,verb
bod,be,verb
cymydog,neighbour,noun
o flaen,in front of,preposition
Kirsten,Kirsten,properNoun
chwerw,bitter,adjective
topi,block up,verb
taliad,payment,noun
camosod,mislay,verb
diswyddiad,dismissal,noun
Dwyrain Timor,East Timor,properNoun
cyson,constant,adjective
ailaddurno,redecorate,verb
Dinbych,Denbigh,properNoun
sortio,sort,verb
goddefiad,concession,noun
fel,like,preposition
cyn-mynd,go with,verb
haen,layer,noun
afradloni,squander,verb
deiseb,petition,noun
cydymdrechu,make a united effort,verb
ymdrythyllu,behave wantonly,verb
lled,breadth,noun
unfrydol,unanimous,adjective
mwy a mwy,more and more,adverb
gorffwyso,rest,verb
ymbrofi,compete,verb
trennydd,two days later,adverb
dodwy,lay,verb
merwino,itch,verb
acennu,accentuate,verb
bodoli,exist,verb
diharffu,waste away,verb
gwresogi,heat,verb
crochweiddi,shout,verb
e-lythyr,e-letter,noun
transffer,transfer,noun
anhawster,difficulty,noun
gweinidog,minister,noun
ymddiheuro,apologise,verb
cyfrinach,secret,noun
dadolychu,make amends,verb
arlywyddiaeth,presidency,noun
saethu,shoot,verb
gwrthweithio,react,verb
lluwchio,drift,verb
ffilmio,film,verb
crygleisio,speak hoarsely,verb
cramennu,ulcerate,verb
arfaeth,destiny,noun
sgrialu,scramble,verb
byr,short,adjective
maes awyr,airfield,noun
trwyddedu,license,verb
amodi,stipulate,verb
croeso cynnes i,a warm welcome to,adverb
sypynnu,bundle,verb
ffisiolegydd,physiologist,noun
tymhorol,temporal,adjective
poeri,spit,verb
isrannu,subdivide,verb
disgleirdeb,brightness,noun
aflunedd,distortion,noun
llawer o,a lot of,pronoun
llawer o,a lot of,determiner
llawer o,a lot of,pronoun
llawer o,a lot of,determiner
llawer o,a lot of,pronoun
llawer o,a lot of,determiner
llawer o,a lot of,pronoun
llawer o,a lot of,determiner
cyfeiriad,address,noun
corfforaeth,corporation,noun
gynt,of earlier times,adverb
amlinellu,outline,verb
gogrwn,sift,verb
enghraifft,example,noun
efrydio,study,verb
cynta,first,adjective
Kyla,Kyla,properNoun
sectorau,sector,noun
parti,party,noun
offrymu,sacrifice,verb
Chelsea,Chelsea,properNoun
gogledd,north,noun
uwch-,super-,adjective
parhau,continue,verb
byw,life,noun
bagio,bag,verb
cytsain,consonant,noun
anfodlonrwydd,discontent,noun
tycio,tuck,verb
Bro Morgannwg,Vale of Glamorgan,properNoun
paranoiaidd,paranoid,adjective
bae,bay,noun
pwytho,stitch,verb
dienyddio,execute,verb
cymhennu,tidy,verb
diarhebu,use as a proverb,verb
cyfoed,contemporary,noun
esbonydd,exponent,noun
ffurfdroëdig,inflected,adjective
demograffig,demographic,adjective
ymarferoldeb,practicality,noun
bathodi,coin,verb
cip,snatch,noun
Natasha,Natasha,properNoun
Santiago,Santiago,properNoun
fflasg,flask,noun
siamanaeth,shamanism,noun
Phillips,Phillips,properNoun
cefnogol,encouraging,adjective
cyfunol,combined,adjective
merthyrdod,martyrdom,noun
darostwng,subjugate,verb
ysgol,school,noun
ymhlyg,implicit,adjective
cyfreithiol,legal,adjective
troad allan,eviction,noun
cymal,clause,noun
ffurf,form,noun
cost-effeithlon,cost-efficient,adjective
Twrcmenistan,Turkmenistan,properNoun
Dyfed-Powys,Dyfed-Powys,properNoun
piclo,pickle,verb
ar unrhyw adeg,at any time,adverb
ymdagu,choke,verb
ymdagu,choke,presentParticipleAdjective
llaesu,slacken,verb
Alexis,Alexis,properNoun
arfordirol,coastal,adjective
merthyru,martyr,verb
awtomatiaeth,automation,noun
atodedig,attached,adjective
drafft,draft,noun
lembyd,nowhere,adverb
milfeddygol,veterinary,adjective
ailddysgu,relearn,verb
decagram,decagram,noun
taranu,thunder,verb
sbwlydd,spooler,noun
Sebastià,Sebastià,properNoun
gwahanydd,separator,noun
braint,privilege,noun
gwifrio,wire,verb
pan,when,subordinatingConjunction
garw,rough,adjective
pupur,pepper,noun
hallt,salty,adjective
atgoffa,remind,verb
atgoffa,remind,presentParticipleAdjective
sombi,zombie,noun
cordeddiad,entwining,noun
Tajicistan,Tajikistan,properNoun
Hart,Hart,properNoun
cymesur,symmetrical,adjective
oediedig,delayed,adjective
Dai,Dai,properNoun
anfonebedig,invoiced,adjective
adleoli,relocate,verb
cyrhaeddwraig,achiever,noun
lein,line,noun
sioc,shock,noun
ymyrraeth,interference,noun
crybwyll,mention,verb
Jak,Jak,properNoun
hirsgwar,oblong,adjective
Irac,Iraq,properNoun
Ellis,Ellis,properNoun
Toby,Toby,properNoun
tarddellu,emanate,verb
llygota,catch mice,verb
awyddu,desire,verb
labordy,laboratory,noun
ers,since,subordinatingConjunction
ennill,winning,noun
rhifo,count,verb
llew,lion,noun
Marina,Marina,properNoun
terfyniad,termination,noun
effaith,effect,noun
Carson,Carson,properNoun
emyn,hymn,noun
ieuo,yoke,verb
pylu,fade,verb
planhigyn,plant,noun
cydbwyllgor,joint committee,noun
ôl,track,noun
mil,thousand,noun
entropi,entropy,noun
Willmott,Willmott,properNoun
Martina,Martina,properNoun
tristáu,sadden,verb
cyferbyniad,contrast,noun
anghyflawn,incomplete,adjective
cywasgu,compress,verb
ailsefyll,stand again,verb
ecsgliwsif,exclusive,adjective
llys-daid,step-grandfather,noun
proffesiynol,professional,adjective
triwantiaeth,truancy,noun
cydffederasiwn,joint federation,noun
Morris,Morris,properNoun
peillio,pollinate,verb
degaid,decade,noun
camgoelio,believe wrongly,verb
rhwystro,hinder,verb
Henry,Henry,properNoun
ailargraffu,reprint,verb
byrlymu,bubble,verb
Charlie,Charlie,properNoun
gwrthdrawiad,collision,noun
arbrofi,experiment,verb
rhodres,ostentation,noun
milieiliad,millisecond,noun
dangosiad,display,noun
dangosydd,indicator,noun
adwaith,reaction,noun
Trinidad a Tobago,Trinidad and Tobago,properNoun
Meirionnydd,Merioneth,properNoun
anystwytho,stiffen,verb
Llanelli,Llanelli,properNoun
Uzbekistan,Uzbekistan,properNoun
mohonon ni,not us,adverb
mathru,trample on,verb
Evan,Evan,properNoun
torthi,solidify,verb
treiddio,penetrate,verb
eog,salmon,noun
data,data,noun
trywanu,pierce,verb
rhestriad,listing,noun
marwolaeth,death,noun
gwarant,warrant,noun
geudeb,falsity,noun
dyddlyfr,journal,noun
Monaco,Monaco,properNoun
ar fedr,on the point of,preposition
etholydd,voter,noun
atred,offset,noun
absennol,absent,adjective
gwrthuno,deface,verb
diau,doubtless,adjective
trefniad,sort,noun
jamio,jam,verb
pilo,peel,verb
cwymplen,drop-down list,noun
treinio,train,verb
daliad,holding,noun
Aisha,Aisha,properNoun
cymhwysedd,competence,noun
cyfriflen,bank statement,noun
byrlwybr,shortcut,noun
ar gyfyl,near,preposition
clorian,balancing scale,noun
Bob,Bob,properNoun
llwydrewi,freeze,verb
ymgyweirio,prepare oneself,verb
ffurfiad,formation,noun
Balcanau,Balkans,properNoun
dodi,place,verb
Isabella,Isabella,properNoun
unwaith,once,adverb
traddodiad,tradition,noun
yn lle,instead of,preposition
ased,asset,noun
Emilia,Emilia,properNoun
melys,sweet,adjective
trigain,sixty,numeral
ymfalchïo,pride oneself,verb
ymddilladu,dress,verb
adargraffu,reprint,verb
cronedig,accrued,adjective
gyriant,disk drive,noun
cêl,hidden,adjective
golygu,edit,verb
esgusodi,excuse,verb
diweddnodiad,endnote,noun
McKenzie,McKenzie,properNoun
Slater,Slater,properNoun
Hill,Hill,properNoun
hafal,equal,adjective
petryal,rectangular,adjective
trin,treat,verb
macsu,brew,verb
diluddedu,rest,verb
Christina,Christina,properNoun
Iddewig,Jewish,adjective
sebon,soap,noun
llenyddiaeth,literature,noun
bilio,bill,verb
tomen,wasteheap,noun
e-fasnach,e-commerce,noun
Kiribati,Kiribati,properNoun
Cernyw,Cornwall,properNoun
collnod,apostrophe,noun
anelu,aim,verb
pwno,hit,verb
ocsigen,oxygen,noun
adeiledd,structure,noun
heintio,contaminate,verb
ystwyrian,stir,verb
ar y gweill,in progress,adverb
llowcio,gobble,verb
cynyddol,increasingly,adverb
moduro,motor,verb
gogyfer â,for the purpose of,preposition
trysorlys,Treasury,noun
clafeiddio,sicken,verb
gwalcio,turn up,verb
o achos,because,subordinatingConjunction
gweinidogol,administrative,adjective
brudio,prophesy,verb
gwrthwenwyn,antidote,noun
datgelu,reveal,verb
Caerwynt,Winchester,properNoun
iau,liver,noun
Anguilla,Anguilla,properNoun
estyniad,extension,noun
unedig,unified,adjective
llwynog,fox,noun
Tomàs,Tomàs,properNoun
Slofenia,Slovenia,properNoun
diddyfnu,wean,verb
trefnol,ordinal,adjective
mwsogl,moss,noun
bylchwr,space-bar,noun
cymhares,spouse,noun
fyny,above,adverb
moli,praise,verb
cyfres,series,noun
blysio,crave,verb
Zachary,Zachary,properNoun
aildargedu,retarget,verb
Philippe,Philippe,properNoun
ymylol,marginal,adjective
seneddol,parliamentary,adjective
Morocco,Morocco,properNoun
ton,wave,noun
eitem,item,noun
niwl,mist,noun
anghenus,needy,adjective
am,because,subordinatingConjunction
atgoffáu,remind,verb
atgoffáu,remind,presentParticipleAdjective
diwahodd,uninvited,adjective
cydgordio,accord,verb
lluyddu,mobilise,verb
Kyle,Kyle,properNoun
cymell,urge,verb
i'r chwith,to the left,adverb
crwydro,wander,verb
crwydro,wander,presentParticipleAdjective
Ecwador,Ecuador,properNoun
serfio,serve,verb
ffureta,ferret,verb
annigonolrwydd,inadequacy,noun
bas,bass,adjective
sarhau,insult,verb
allwedd,key,noun
crëydd,creator,noun
Louisa,Louisa,properNoun
dangos,show,verb
eildro,a second time,noun
cydnabyddedig,recognised,adjective
Blake,Blake,properNoun
adlais,echo,noun
edwino,fade,verb
Tuvalu,Tuvalu,properNoun
eithriadu,except,verb
tarddu,originate,verb
dy,your,possessivePronoun
dy,your,determiner
dy,your,possessivePronoun
dy,your,determiner
dy,your,possessivePronoun
dy,your,determiner
dy,your,possessivePronoun
dy,your,determiner
tra,very,adverb
graddfa,scale,noun
llanastru,mess up,verb
ditio,indict,verb
Moroco,Morocco,properNoun
Machreth,Machreth,properNoun
California,California,properNoun
trafferthu,trouble,verb
sibrwd,rumour,noun
diwygiedig,reformed,adjective
isgyfeiriadur,subdirectory,noun
gweithred,action,noun
crynswth,bulk,noun
e-hyfforddi,e-training,noun
Treganna,Treganna,properNoun
pop,pop,noun
diffeithio,plunder,verb
cydystyrio,deliberate jointly,verb
Dominic,Dominic,properNoun
gwrthblaid,opposition,noun
pwysedd,pressure,noun
ailddarlledu,rebroadcast,verb
cyfnerthu,reinforce,verb
gwyddonydd,scientist,noun
hylif,liquid,noun
preswylwr,householder,noun
Cecily,Cecily,properNoun
parlys,paralysis,noun
gallu,can,verb
gallu,can,modal
gwarhau,tame,verb
dwfn,deep,adjective
celcu,conceal,verb
ymbelydru,be radioactive,verb
chwildroad,revolution,noun
craffu,grasp,verb
golwg,view,noun
seilwaith,foundation,noun
gwarchae,siege,noun
medr,skill,noun
trwy gyfrwng y Gymraeg,through the medium of Welsh,adverb
meirw,dead,adjective
ysgubol,sweeping,adjective
cogrdroi,spin,verb
Ariadna,Ariadna,properNoun
Guiné-Bissau,Guinea-Bissau,properNoun
manteisio ar,take advantage of,verb
tempru,temper,verb
drwy,through,preposition
Clarke,Clarke,properNoun
ireiddio,refresh,verb
Lucia,Lucia,properNoun
stwffio,stuff,verb
enhuddo,envelop,verb
Tansanïa,Tanzania,properNoun
hoelio,nail,verb
anfwriadol,unintentional,adjective
Thompson,Thompson,properNoun
e-ddysgu,e-learning,noun
toglo,toggle,verb
gwrthsoddi,countersink,verb
pwysig,important,adjective
Morgannwg,Glamorgan,properNoun
huddo,cover,verb
llais,voice,noun
digidol,digital,adjective
darn,fragment,noun
anghywir,incorrect,adjective
paragraff,paragraph,noun
eithriedig,excepted,adjective
deuddegfed,twelfth,adjective
giard,guard,noun
meidryddu,gauge,verb
cyflwyniad,presentation,noun
swpera,eat supper,verb
suro,sour,verb
gwyrddlas,cyan,adjective
haenlun,layout,noun
cylchredol,circulating,adjective
dyrys,perplexing,adjective
tair,three,numeral
archgyfrwng,hypermedia,noun
gyrrwr,driver,noun
angladd,funeral,noun
tolli,charge a toll,verb
sgrinio,screen,verb
helpio,help,verb
cyfrifol,responsible,adjective
polisi,policy,noun
trydanol,electrical,adjective
Dawn,Dawn,properNoun
hydref,autumn,noun
Lluc,Lluc,properNoun
mesmereiddio,mesmerise,verb
cyfrannol,proportional,adjective
faint,how much,determiner
faint,how much,interrogativePronoun
faint,how much,adverb
faint,how much,pronoun
faint,how much,determiner
faint,how much,interrogativePronoun
faint,how much,determiner
faint,how much,interrogativePronoun
