poeta poète
amistosamente amicalement
verona verone
parabrisas pare-brise
rodari rodari
ítaca ithaque
calmar calmer
continente contenant
montcada moncada
aleta nageoire
sexualmente sexuellement
ramala ramallah
barón baron
papendal papendal
gonzalez gonzalez
desván combles
suiza suisse
grifo robinet
aquisgrán aix-la-chapelle
preferiblemente préférablement
izquierda gauche
basse-terre basse-terre
consolación consolation
agencia agence
ufe ufe
arregi arregi
yogur yaourt
bbdd bdd
elizabeth elizabeth
profundamente profondément
recepción réception
árabe arabe
colaborar collaborer
cerrar fermer
falsificación falsification
imperio empire
antigua antigua
licasa licasa
presión pression
permanecer demeurer
reforma réforme
plenario plénier
soberano souverain
pesadilla cauchemar
preferible préférable
dinamismo dynamisme
tales thalès
divorciar divorcer
esk esk
complementariedad complémentarité
wilde wilde
criminal criminel
macabro macabre
loiola loiola
desviar détourner
euskaltegi euskaltegi
ángulo angle
laico laïque
hernani hernani
roe roe
retribuir rétribuer
shakespeare shakespeare
recobrar recouvrer
corajoso courageux
sendero sentier
ambrosio ambroise
medioambiente environnement
junta junte
meteorológico météorologique
llover pleuvoir
cual comme
andros andros
anoeta anoeta
aldaketa aldaketa
dormir dormir
incansable infatigable
tapadera couvercle
téléthon téléthon
investigación investigation
desafortunadamente malencontreusement
caribe caraïbe
anibarro anibarro
borja borja
meinor meinor
contaminar contaminer
cerda cochon
agatón agathon
animista animiste
madeleine madeleine
ribeira ribeira
vacío vide
pincho amuse-gueule
archivo archives
laurel laurier
muerte mort
ilustrar illustrer
que qui
hecatombe hécatombe
páguese payez
sonsacar soutirer
adherir adhérer
mas mais
sofocar suffoquer
negotiación negotiation
burguesía bourgeoisie
gama gamme
ago ago
californiano californien
arenisca grès
garrigues garrigues
verticalidad verticalité
potencial potentiel
argos argos
rama branche
insinuación insinuation
triple triple
niágara niagara
islote îlot
márquez márquez
adición rajout
angostamente étroitement
retrospectivo rétrospectif
tesorero trésorier
eitb eitb
reparo objection
mayorista grossiste
comicio comice
antropoide anthropoïde
mathias mathias
cesación cessation
millonario millionnaire
inversión investissement
ánimo esprit
uharte-arakil uharte-arakil
lolín lolín
engañar duper
dalmacia dalmatie
luanda luanda
silla chaise
seriamente sérieusement
vaduz vaduz
beneteau beneteau
sheriff shérif
pitágoras pythagore
camboya cambodge
astrónomo astronome
apacible paisible
ascendente ascendant
abandonar quitter
andris andris
bohemia bohême
carnaval carnaval
helena helena
duhalde duhalde
astudillo astudillo
garcia garcia
se on
metafísico métaphysique
a à
carne chair
sáinz sáinz
congoleño congolais
alcoholizado alcoolisé
incivilidad incivilité
maremoto raz-de-marée
chapuza rafistolage
discusión discussion
nudo noeud
barthez barthez
exaltar exalter
larry larry
mozambique mozambique
bergara bergara
pulpo poulpe
mohave mojave
aventura aventure
cooperación coopération
encarecido renchéri
malla maille
occidente occident
ehu ehu
separación séparation
infeccioso infectieux
insignia insigne
recalentamiento réchauffement
magnífico magnifique
acumulativo cumulatif
edipo oedipe
lakers lakers
perforación perforation
emancipación émancipation
químico chimique
reggio reggio
mercia mercie
fingir feindre
se on
barrena barrena
andrade andrade
peregrinación pèlerinage
bullosa bulleuse
monolingüe monolingue
méxico mexique
pakistaní pakistanais
javi javi
beneficioso bienfaisant
bruja sorcière
dossier dossier
evgeni evgeni
adscrito assigné
boeing boeing
morbihan morbihan
excusa excuse
elebila elebila
jijona jijona
transjordania transjordanie
públicamente publiquement
acuciar presser
sobretensión surtension
coagulación coagulation
alumbramiento accouchement
puñado faisceau
abasolo abasolo
acetre acetre
mercado marché
anakyn anakyn
volkswagen volkswagen
incrementar accroître
taladro perce
mcgregor mcgregor
gore gore
agitar affairer
jack jack
parálisis paralysie
pho pho
detallista détaillant
zeberio zeberio
kelly kelly
amplitud ampleur
jacqueline jacqueline
léonard léonard
anárquico anarchique
bicicleta bicyclette
josefina josefina
domicilio domicile
pomona pomone
patagonia patagonie
aranbarri aranbarri
señalización signalisation
prueba essai
europeo européen
radiofónico radiophonique
giuliana giuliana
inclusivo inclusif
levantar soulever
verificable vérifiable
pérdida déchet
aldia aldia
aperturar ouvrir
recapturar recapturer
afiliar affilier
ali ali
divertir amuser
paseo promenade
dumping dumping
bamberg bamberg
stuart stuart
adicionalmente additionnellement
interferir interférer
caricia caresse
terminal terminal
añadir rajouter
fenicia phénicie
límite limite
sublevación révolte
émile émile
musa muse
predilección prédilection
todo tout
núñez núñez
costoso coûteux
rabanera rabanera
considerablemente considérablement
azul bleu
faz face
alerta alerte
complicar compliquer
abelló abelló
comprimir compresser
imprevisto imprévu
avt avt
lavrov lavrov
amute amute
ejercicio exercice
quien qui
biofuel biocarburant
abás abbas
fabiola fabiola
clausurar clôturer
aberración aberration
andikoetxea andikoetxea
cervera cervera
dan dan
ayestaran ayestaran
voigt voigt
curso cours
aldalur aldalur
ganso jars
arbe arbe
sony sony
algorta algorta
fractura fracture
honor honneur
creyente croyant
tenis tennis
reconnectarse reconnecter
holcim holcim
tirán tirán
lluvia pluie
cascanueces casse-noisette
notre-dame notre-dame
scorsese scorsese
reiniciar réinitialiser
coyuntura conjoncture
aldasoro aldasoro
embarcadero embarcadère
nervio nerf
ustasha oustacha
marqués marquis
tsunami tsunami
sadar sadar
warner warner
ebra ebra
primar primer
portavoz porte-parole
expropiación expropriation
jalgi jalgi
profesionalización professionnalisation
sobrio sobre
uria uria
dominante dominant
superponer superposer
acampada campement
abductor abducteur
conmoción commotion
dragic dragic
promocional promotionnel
tapicero tapissier
islámico islamiste
mío mon
california californie
violeta violeta
quesada quesada
anged anged
esterilización stérilisation
apañar rafistoler
negociación négociation
montpellier montpellier
júpiter jupiter
caucchioli caucchioli
gasset gasset
aguilucho aiglon
caza chasse
ampliación accroissement
fraternidad fraternité
poitou-charentes poitou-charentes
romareda romareda
hollywood hollywood
desembolso dépense
agravamiento aggravation
ferrari ferrari
deformación déformation
ewan ewan
cuadricular quadriller
custodia garde
browne browne
ópera opéra
malnutrición malnutrition
velódromo vélodrome
cautividad captivité
reticulocito réticulocyte
nochevieja saint-sylvestre
usb usb
hortaliza légume
posicionamiento positionnement
bob bob
astucia ruse
saint-louis saint-louis
untuosidad onctuosité
osalan osalan
matemático mathématique
sarajevo sarajevo
ostra huître
excomunión excommunication
amigó amigó
certeza certitude
antonieta antonieta
aranzadi aranzadi
monet monet
cantar chanter
tucumán tucuman
anacabe anacabe
aznar aznar
matrimonio mariage
demóstenes démosthène
dios dieu
directorio directoire
brno brno
eitbcom eitbcom
alloz alloz
spiuk spiuk
incursión incursion
abrisketa abrisketa
saltillo saltillo
comparar comparer
ecosistema écosystème
espray spray
cartel panneau
simple simple
oreka oreka
arcángel archange
alterar altérer
imparable imparable
manacor manacor
mollerussa mollerussa
cantabria cantabrie
amanecer aube
bandera drapeau
especificidad spécificité
torcer fausser
mitsubishi mitsubishi
comparable comparable
areso areso
disfraz déguisement
suceder succéder
galán galán
soterramiento enfouissement
ik4 ik4
departamental départamentale
kuluxka kuluxka
ortuño ortuño
aidan aidan
informático informatique
vibrante vibrant
amicus amicus
fotograma photogramme
pizarro pizarro
prestación prestation
salzburgo salzbourg
buzón buzón
morosidad morosité
aritmética arithmétique
campeón champion
enquestador enquêteur
kutxa kutxa
guante gant
verónica verónica
villalobos villalobos
bissau bissau
propaganda propagande
rehabilitación réhabilitation
macijauscas macijauscas
sospechar suspecter
pc pc
fumar fumer
equilibrio équilibre
sportmusikfesta sportmusikfesta
emerger émerger
montar monter
petacchi petacchi
desajuste désajustement
marx marx
expedir expédier
esto ceci
mundillo monde
fein fein
alimento nourriture
jennifer jennifer
babieca babieca
libre libre
bereziartua bereziartua
gipuzkoa guipuscoa
salvo sauf
pumpido pumpido
ninguno aucun
restar soustraire
operador opérateur
alvarado alvarado
eventual éventuel
douglas douglas
febo phoebus
murat murat
ex ex
psíquicamente psychiquement
endurecer durcir
spiritualidad spiritualité
agoitz agoitz
trastocar bouleverser
anatoly anatoly
bernal bernal
técnico technicien
encomendar confier
valle vallée
gilipollas con
hotelero hôtelier
estupefaciente stupéfiant
indonesio indonésien
laceración lacération
inhibición inhibition
g8 g8
simone simone
reiterar réitérer
providencia ordonnance
fatalidad fatalité
práctica pratique
cero zéro
colomer colomer
participativo participatif
motor moteur
baath baath
osaka osaka
gianni gianni
azul bleu
cómplice complice
rotonda rotonde
error erreur
relatar relater
alcohólico alcoolique
teóricamente théoriquement
andadura marche
reaparecer reparaître
optimista optimiste
servidor serveur
etbsat etbsat
reanudar renouer
jura jura
sustituto remplaçant
basso basso
soportar supporter
zidane zidane
cee cee
bolsa bourse
cántabro-atlántico cantabre-atlantique
destacar souligner
sueco suédois
puja enchère
civil civil
serrar scier
literalmente littéralement
janeiro janeiro
respetable respectable
sancionar sanctionner
freddy freddy
relieve relais
lamikiz lamikiz
desdén dédain
maestre maestre
suscribir souscrire
degos degos
galaxia galaxie
carencia manque
pálido pâle
deceso décès
soberano souverain
anterioridad antériorité
liga ligue
demostrativo démonstratif
ejecutar exécuter
cúpula dôme
quejar plaindre
sandrine sandrine
relax relax
reafirmación réaffirmation
racional rationnel
anual annuel
absolver acquitter
aneroide anéroïde
ruiz ruiz
agraviar offenser
esain esain
computador ordinateur
abdulá abdallah
susan susan
elisabeth elisabeth
cerdo cochon
efectivo espèces
afortunado fortuné
urrutia urrutia
cajasur cajasur
monárquico royaliste
billete billet
eider eider
maquillaje maquillage
amin amin
jalón jalón
onu onu
antofagasta antofagasta
begoña begoña
zabaleta zabaleta
lapidar lapider
abombar bomber
ordenación ordre
crecer croître
adorador adorateur
despertar réveiller
desolar désoler
prima prime
apetecer désirer
preservar préserver
reciente récent
octavo huitième
ortiz ortiz
gota goutte
emprendedor entreprenant
césar césar
adjani adjani
distensión distension
mineral minéral
obesidad obésité
innobasque innobasque
revista revue
antifatigante anti-fatigant
olmert olmert
niebla embrun
loos loos
asequible abordable
croata croate
alapuzha alapuzha
gordexola gordexola
andoitz andoitz
flaño flaño
sarko sarko
ladrón voleur
baúl malle
aenor aenor
concertar concerter
calp calpe
centésimo centième
liderazgo leadership
schnyder schnyder
determinar déterminer
carpintero menuisier
emprender entreprendre
ipsos ipsos
aitken aitken
imparcial impartial
anegar inonder
efectuar effectuer
especificar préciser
canaán canaan
ataun ataun
suyo leur
gloria gloire
anjou anjou
liberación libération
odontología odontologie
alcoa alcoa
clarke clarke
precisar préciser
veneno poison
comprometer engager
automáticamente automatiquement
musharraf musharraf
bangkok bangkok
tardíamente tardivement
aducir alléguer
andreï andreï
entorno entourage
reeducación rééducation
anticipar anticiper
temblar trembler
kosovo kosovo
primer premier
tortura torture
simoni simoni
goleada carton
noventa quatre-vingt-dix
wrc wrc
complejo complexe
ortográfico orthographique
albergado hébergé
woodworth woodworth
burgaña burgaña
remar ramer
tela toile
snow snow
reapertura réouverture
atar rattacher
diana diana
papal papal
constance constance
llanera llanera
maltratar maltraiter
firmamento firmament
continuamente constamment
retrasar arriérer
toque coup
urkiola urkiola
endeble frêle
regularmente régulièrement
alarma alarme
masivo massif
corazón coeur
aurillac aurillac
abogar plaider
ibex ibex
suyo leur
florence florence
huérfano orphelin
videoclip vidéoclip
velero velero
explotación exploitation
saint-loup saint-loup
m mème
aeroplano aéroplane
tarde après-midi
efectivamente effectivement
marfil ivoire
aldi aldi
viriato viriathe
desautorizar désavouer
nepal népal
brassens brassens
serrell serrell
producir produire
asomar viser
joly joly
acercamiento rapprochement
prácticamente pratiquement
alrededor autour
lingüísticamente linguistiquement
procter procter
