word	trans	pos
perforate	trouer	verb
revitalise	revitaliser	verb
sprain	tordre	verb
fine-tune	affiner	verb
straighten	poncer	verb
gouge	meringuer	verb
interface	attrouper	verb
overhang	tenir à un cheveu	verb
elongate	étirer	verb
half-open	entrouvrir	verb
drag	haler	verb
thrash	faire subir le supplice de la roue	verb
strip	déshabiller	verb
rate	supputer	verb
grate	raboter	verb
persecute	prendre en chasse	verb
earmark	destiner	verb
expend	débourser	verb
club	porter atteinte à	verb
circumvent	évader	verb
drone	fredonner	verb
predominate	prédominer	verb
whittle	enrayer	verb
creep	haler	verb
surround	cercler	verb
engender	générer	verb
esteem	envisager	verb
quit	laisser	verb
rend	déchirer en morceaux	verb
cherish	vouloir	verb
snare	capturer au lasso	verb
erect	hausser	verb
sprint	courailler	verb
chafe	attrister	verb
outweigh	l'emporter sur	verb
inventory	faire l'inventaire	verb
woo	enrôler	verb
produce	mettre en scène	verb
be made up of	tenir pour dit et d'accord	verb
muzzle	mener grand train	verb
gasp	pousser un soupir	verb
get away	s'évader	verb
accomodate	accommoder	verb
wed	donner en mariage	verb
complain	maugréer	verb
mechanise	mécaniser	verb
segregate	mettre à part	verb
overwrite	substituer	verb
delineate	contourer	verb
reproach	retraire	verb
foul up	avarier	verb
dust	dépoussiérer	verb
prune	être doux	verb
gobble	ravaler	verb
coax	attirer au-dehors	verb
replant	inféoder	verb
ensnare	enchevêtrer	verb
publicise	faire de la publicité pour	verb
rave	délirer	verb
rubberneck	bayer	verb
abrogate	abolir	verb
shred	connaître sur le bout des doigts	verb
hit	impacter	verb
amount	être égal	verb
remain	rester à	verb
kneel	être à genoux	verb
be headquartered	fuire	verb
reel off	remblayer	verb
sensitize	sensibiliser	verb
be agreed	être fort comme un boeuf	verb
sow	parsemer	verb
lust afer	coucher sur le papier	verb
outsource	effacer ce qui ne convient pas	verb
abate	calmer	verb
tangle	enchevêtrer	verb
liken	mettre en parallèle	verb
reoffend	emmurer	verb
phase in	être fort comme un boeuf	verb
blossom	moisir	verb
kidnap	séquestrer	verb
get along with	savoir d'où vient le vent	verb
bail out	intimider	verb
dilapidate	foirer	verb
moralize	faire appel de	verb
envelop	entortiller	verb
tramp	flâner	verb
splurge	gaspiller	verb
ebb	redescendre	verb
attract	appâter	verb
groom	étriller	verb
brag	plastronner	verb
blunt	atténuer	verb
detract	faire une décoction	verb
cool	enrhumer	verb
enunciate	prononcer	verb
dim	commencer à faire nuit	verb
debut	faire ses débuts	verb
notarise	scorer	verb
right	ciblé	verb
curl	perdre haleine	verb
be sorry	ouïr	verb
curve	tordre	verb
infest	infester	verb
impregnate	imprégner	verb
harry	pousser	verb
clothe	affubler	verb
sleep	assoupir	verb
derail	mettre sa main au feu	verb
jog	effacer ce qui ne convient pas	verb
get PRN back	réobtenir	verb
untoggle	tourner à l'émeute	verb
get dark	commencer à faire nuit	verb
disconnect	déconnécter	verb
constrict	fixer la limite	verb
wrestle	bagarrer	verb
situate	situer	verb
nosedive	plonger	verb
siphon	repiquer	verb
deflect	dérouter	verb
put together	unir	verb
glean	sous-tirer	verb
pulp	télétravailler	verb
wail	lamenter	verb
carry out	mener à terme	verb
overlay	recouvrir	verb
sweeten	jouir	verb
resuscitate	réanimer	verb
symbolise	symboliser	verb
mint	estampiller	verb
lace	lacer	verb
wind	perdre haleine	verb
control	chapeauter	verb
tap	faire de	verb
take over	compulser	verb
emulsify	aseptiser	verb
type in	mettre le cap sur	verb
ram	porter atteinte à	verb
ruffle	panaché	verb
muster	rassembler	verb
dab	fuire	verb
tether	entourer d'un lien	verb
recoil	marcher à reculons	verb
fiddle	jouer du violon	verb
covenant	pactiser	verb
regulate	régulariser	verb
stream	issu	verb
clog	encrasser	verb
stray	divaguer	verb
trudge	tenir à un cheveu	verb
train	faire un stage	verb
spurn	rebuter	verb
bring together	rallier	verb
reintegrate	déformater	verb
bristle	soulever	verb
tend	avoir tendance	verb
sober	normativiser	verb
field	prendre par surprise	verb
jerk	bondir	verb
air	émettre	verb
fundraise	quêter	verb
get dirty	souiller	verb
acquit	quittancer	verb
frisk	faire entendre	verb
gape	regarder bêtement	verb
snatch	capturer	verb
abet	instiguer	verb
unhinge	rendre fou	verb
bail	porter caution	verb
override	maitriser	verb
scamper	trotter	verb
clinch	enserrer	verb
handcuff	être soumis	verb
flocculate	floculer	verb
proofread	forniquer	verb
bowl	faire rouler	verb
discomfit	mettre mal à l'aise	verb
stew	cuire à l'étouffée	verb
reignite	télécommuniquer	verb
politicise	faire alliance	verb
parch	assecher	verb
predetermine	prédéterminer	verb
contrive	confectionner astucieusement	verb
enter	mettre dedans	verb
toot	klaxonner	verb
forsake	désemparer	verb
assess	supputer	verb
cascade	fuire	verb
chop	trancher	verb
take part	intervenir	verb
reset	empâter	verb
unscrew	écarquiller	verb
file	archiver	verb
cork	dételer	verb
weaken	débiliter	verb
haunt	prendre en chasse	verb
drain off	drainer	verb
nestle	nicher	verb
resettle	déménager	verb
instrument	équiper	verb
perturb	perturber	verb
devalue	apparenter à	verb
asphyxiate	asphyxier	verb
light up	illuminer	verb
rejoice	exulter	verb
incapacitate	rendre incapable	verb
hint	faire croire	verb
snarl	enchevêtrer	verb
refresh	fraîchir	verb
attention	exciser	verb
smoulder	aller en prison	verb
marshal	grouper	verb
demilitarize	mettre en dépôt	verb
bungle	bâcler	verb
graduate	graduer	verb
eavesdrop	espionner	verb
sputter	fuser	verb
downsize	signer la présente	verb
slope	être en pente	verb
catalyze	faire aller de l'avant	verb
rankle	attrister	verb
victimize	avoir tort	verb
steal	cambrioler	verb
balk	rebuter	verb
depress	déprimer	verb
re-emerge	réapparaître	verb
quarter	caserner	verb
zoom	zoomer	verb
hedge	enfermer	verb
scout	déglutir	verb
buffet	cogner	verb
seep	filtrer	verb
navigate	voguer	verb
been	en exister	verb
hone	cultiver	verb
give back	aller de nouveau	verb
bypass	cercler	verb
divest	priver	verb
mop	éponger	verb
twitch	désaccentuer	verb
confuse the hell out	confondre	verb
transgress	désobéir	verb
supersed	substituer	verb
teach to read and write	alphabétiser	verb
crave	souhaiter	verb
shirk	évader	verb
sterilise	stériliser	verb
wake up	éveiller	verb
injure	écharper	verb
warrant	mériter	verb
turn off	mettre hors circuit	verb
straddle	encroûter	verb
cringe	avoir de l'avance	verb
succumb	dégringoler	verb
streak	zébrer	verb
take place	survenir	verb
become acquainted with	ruisseler	verb
romance	faire la cour	verb
lapse	achever	verb
scoot	être apparenté	verb
hamstrung	rendre difficile	verb
discharge	décharger	verb
introduce	mettre dedans	verb
tamper	enfoncer dans la tête	verb
switch	altérer	verb
stampede	voler de ses propres ailes	verb
be not descended	faire les soldes	verb
loiter	être en reste	verb
market	faire le héraut	verb
besmirch	tacher	verb
romanticize	savoir d'où vient le vent	verb
gag	museler	verb
be usefull	servir	verb
spite	mettre au défi	verb
bask	reposer	verb
agonize	être angoissé	verb
idle	laisser vivre	verb
fault	incriminer	verb
stunt	empêcher	verb
budge	concéder	verb
wear away	user	verb
bellow	brailler	verb
trample	semer la pagaille	verb
shove	ballotter	verb
resurface	réapparaître	verb
gash	tenir à un cheveu	verb
anaesthetise	anesthésier	verb
whisk	faire tourbillonner	verb
rotate	être en rotation	verb
denude	priver	verb
mull	envisager	verb
nudge	mener grand train	verb
breach	manquer à	verb
moralise	moraliser	verb
feed	paitre	verb
surrender	déposer les armes	verb
rail	polémiquer	verb
eye	envisager	verb
shift	muer	verb
clamp	crocher	verb
zig-zag	sinuer	verb
unorganise	désorganiser	verb
pollinate	donner du fil à retordre	verb
purge	faire partir	verb
port	transférer	verb
sample	essayer	verb
crouch	être tapi	verb
coat	napper	verb
replace	substituer	verb
place an emphasis on	mettre un diacritique	verb
reassess	lockouter	verb
predicate	baser	verb
box off	compartimenter	verb
sip	mettre en apposition	verb
emancipate	contrefoutre	verb
herd	pousser	verb
demonize	paupériser	verb
wonder	être surpris	verb
intercede	entremettre en faveur de	verb
analyse	analyser	verb
add together	unir	verb
get back out	chanfreiner	verb
deregulate	forniquer	verb
puff	être essouflé	verb
fizzle	mâchouiller	verb
differentiate	rendre différents	verb
consume	tout boulotter	verb
moisten	arroser	verb
resubmit	végétaliser	verb
start afresh	approuver à l'unanimité	verb
pound	impacter	verb
have to	être tenu de	verb
fulfill	accomplir	verb
tender	offrir	verb
reaffirm	réaffirmer	verb
ski	faire alliance	verb
sully	tacher	verb
sequester	chambrer	verb
backfire	éclater	verb
fare	aller	verb
commutate	commuter	verb
be able	dégrafer	verb
doctor	réhydrater	verb
net	capturer au lasso	verb
revalidate	revalider	verb
loose	relaxer	verb
miscalculate	artiller	verb
gear	adapter	verb
bisect	être fluorescent	verb
outshine	mettre en dépôt	verb
reassign	fricoter avec	verb
damp	arroser	verb
purse	tailler en pointe	verb
oversee	chapeauter	verb
phrase	lockouter	verb
fornicate	débaucher	verb
entomb	terrer	verb
bed	encastrer	verb
fossilise	fossiliser	verb
forewarn	notifier	verb
blather	bavarder	verb
peep	regarder	verb
lurk	jeter l'ancre	verb
achieve	réussir	verb
shock	impressionner	verb
exhaust	harasser	verb
experience	expérimenter	verb
thaw	fluidifier	verb
reprove	reprocher	verb
pant	être essoufflé	verb
feel	ouïr	verb
flash	scintiller	verb
gasify	réopérer	verb
prompt	avoir pour objectif de	verb
buttress	fortifier	verb
staple	crocher	verb
mesmerise	ensorceler	verb
profile	profiler	verb
reproduce	faire entendre	verb
chug	bouffonner	verb
strain	raidir	verb
evangelise	évangéliser	verb
reschedule	faire concurrence	verb
chant	scander	verb
redirect	rediriger	verb
trawl	paupériser	verb
outflank	saigner à blanc	verb
unwelcome	mettre la pédale douce	verb
decommission	démanteler	verb
intrude	imposer sa présence	verb
struggle	escrimer à	verb
remake	être en convalescence	verb
wrest	corder	verb
defer	ajourner	verb
classify	avoir le rang de	verb
trot	trotter	verb
err	faire erreur	verb
declassify	déclassifier	verb
get hold of	réussir	verb
regain	réobtenir	verb
stir	farfouiller	verb
stroke	enjôler	verb
benchmark	supputer	verb
hurtle	aller coucher	verb
fog	tenir à un cheveu	verb
patch	racommoder	verb
mass	faire converger	verb
scoff	moquer de	verb
garrison	caserner	verb
drum	battre du tambour	verb
disgrace	faire honte	verb
query	interroger	verb
subgroup	remaçonner	verb
have got	avoir	verb
serve up	mettre sur la table	verb
encroach	emparer de	verb
proselytise	faire concurrence	verb
dirty	souiller	verb
impact	impacter	verb
flicker	trembloter	verb
gulp	ingérer	verb
waft	conplimenter	verb
climb	zoomer	verb
taunt	moquer de	verb
totter	chanceler	verb
waddle	valser	verb
exert	efforcer de	verb
floor	carreler	verb
grope	palper	verb
go through	transpercer	verb
ground	élevé	verb
trial	mettre à l'épreuve	verb
agglutinate	agglutiner	verb
chisel	creuser	verb
gripe	maugréer	verb
burrow	mettre sa main au feu	verb
subvert	chavirer	verb
befall	deviner	verb
truss	entourer d'un lien	verb
weather	prendre le dessus	verb
scrap	écarter	verb
meld	unir	verb
wish	désirer	verb
adjudge	adjuger	verb
arrest	placer en garde à vue	verb
hiss	chuchoter	verb
mutter	bougonner	verb
plough	ouvrer	verb
yoke	enjuguer	verb
cause	faire de la provocation	verb
recompose	refuser la licence	verb
cohere	tenir	verb
commission	commanditer	verb
refocus	boire comme une éponge	verb
negate	invalider	verb
instill	insuffler	verb
beep	stéréotyper	verb
pre-empt	prévenir	verb
content	faire plaisir à	verb
ready	préparer	verb
blunder	bâcler	verb
release	relâcher	verb
rear	cabrer	verb
outlive	survivre	verb
be worthwhile	valoir la peine	verb
quicken	accélérer	verb
snipe	ruser	verb
place in front	donner la préférence	verb
reshape	reformer	verb
skipper	enjoindre	verb
pull	raidir	verb
atone	faire pénitence	verb
obfuscate	troubler	verb
stifle	étouffer	verb
grovel	avoir de l'avance	verb
deem	être d'avis	verb
wiggle	mouvoir	verb
fence	enclore	verb
untangle	détricoter	verb
complement	parfaire	verb
come out	sortir de	verb
clank	tinter	verb
flounder	escrimer à	verb
re-elect	signer la présente	verb
ulcerate	être enlise	verb
eschew	dérober à	verb
buff	polir	verb
cope with	supporter	verb
notate	viser	verb
impeach	disputer	verb
power	faire fonctionner	verb
restructure	restructurer	verb
concentrate	faire converger	verb
barter	permuter	verb
mutilate	émonder	verb
lactate	être enlise	verb
revert	aller de nouveau	verb
repackage	travestir	verb
tinker	assibiler	verb
encircle	ceindre	verb
vex	être indigné	verb
amortise	amortir	verb
uncover	dénicher	verb
clatter	arboriser	verb
leapfrog	bondir	verb
dial	scorer	verb
prey	faire sa proie de	verb
restart	renouer	verb
perform fellatio	coudre à la machine	verb
rerun	étrenner	verb
glance	regarder	verb
dismember	désagréger	verb
misjudge	faire concurrence	verb
revisit	revisiter	verb
balloon	prendre de l'avance	verb
sanction	pénaliser	verb
loosen	décontracter	verb
evict	expulser	verb
disbelieve	attirer à l'intérieur	verb
join up	coupler	verb
rack	tourmenter	verb
fictionalise	court-circuiter	verb
stoke	échauffer	verb
get on	zoomer	verb
scrutinize	examiner	verb
seam	coudre	verb
bake	concocter	verb
set	mettre en service	verb
traumatize	impacter	verb
breakfast	déjeuner	verb
take care of	prendre soin	verb
specialise	spécialiser	verb
title	intituler	verb
billow	humecter	verb
brighten	illuminer	verb
hurry	dépêcher	verb
usher	accompagner	verb
face	faire face	verb
mine	exploiter	verb
twin	jumeler	verb
buffer	dépouiller le scrutin	verb
topple	faire pleuvoir	verb
tar	macadamiser	verb
mold	adopter	verb
languish	perdre	verb
stripe	râper	verb
surge ahead	aller de l'avant	verb
be busy	mettre en dépôt	verb
fade	faire pâlir	verb
trust	faire crédit	verb
forecast	pronostiquer	verb
be pictured	voler de ses propres ailes	verb
rush forward	foncer	verb
amortize	amortir	verb
pervade	imprégner	verb
finish off	finir	verb
ponder	méditer	verb
tranship	roussir	verb
lumber	endosser	verb
marginalize	marginaliser	verb
tread on	fouler	verb
pester	mettre mal à l'aise	verb
criminalise	gagner de l'argent	verb
blood	faire concurrence	verb
traverse	changer de main	verb
stagnate	laisser en suspens	verb
downgrade	anonymiser	verb
liaise with	faire dodo	verb
harmonise	harmoniser	verb
hew	trancher	verb
craft	confectionner	verb
be specialized	rétrograder	verb
intend	avoir l'intention de	verb
feature	présenter	verb
annihilate	exterminer	verb
mess around	abuser	verb
reconquer	reconquérir	verb
deduct	retrancher	verb
swerve	aller à l'écart	verb
mistreat	malmener	verb
decline	flétrir	verb
imprison	incarcérer	verb
ferment	fermenter	verb
pull up	hausser	verb
sequestrate	saisir	verb
enclose	enfermer	verb
award-winning	décerner un prix	verb
emboss	jouer avec le feu	verb
hug	enlacer	verb
collate	confronter	verb
delight	ensorceler	verb
come up with	idéer	verb
glimmer	être myope comme une taupe	verb
defy	braver	verb
comport	comporter	verb
obligate	obliger	verb
colonise	coloniser	verb
chip away	dresser des embûches	verb
crowd	combler	verb
be crammed with	rendre violacé	verb
