ilegitimamente_adverb	il·legítimament_adverb
liminar_adjective	liminar_adjective
batata_noun	patata_noun
boulay_propernoun	boulay_propernoun
payant_propernoun	payant_propernoun
destacar_verb	destacar_verb
gentille_propernoun	gentille_propernoun
infactível_adjective	infactible_adjective
obrero_propernoun	obrero_propernoun
ovogónia_noun	ovogònia_noun
março_noun	març_noun
pessimismo_noun	pessimisme_noun
alguero_propernoun	alguero_propernoun
almàssera_propernoun	almàssera_propernoun
lado-a-lado_adverb	braç-a-braç_adverb
alumínio_noun	alumini_noun
glaude_propernoun	glaude_propernoun
tchetcheno_noun	txetxè_noun
meana_propernoun	meana_propernoun
raio_noun	raig_noun
logofobia_noun	logofòbia_noun
riel_propernoun	riel_propernoun
literariamente_adverb	literàriament_adverb
acidimetria_noun	acidimetria_noun
ceticismo_noun	escepticisme_noun
caselli_propernoun	caselli_propernoun
caplan_propernoun	caplan_propernoun
recipiente_adjective	recipient_adjective
informal_adjective	informal_adjective
exclamação_noun	exclamació_noun
coltorti_propernoun	coltorti_propernoun
archilla_propernoun	archilla_propernoun
palagiano_propernoun	palagiano_propernoun
aficionado_adjective	aficionat_adjective
portugal_propernoun	portugal_propernoun
segundo_adjective	segon_adjective
santangelo_propernoun	santangelo_propernoun
marrugat_propernoun	marrugat_propernoun
ônibus_noun	autobús_noun
pré-histórico_adjective	prehistòric_adjective
jofré_propernoun	jofré_propernoun
charlton_propernoun	charlton_propernoun
percussionista_noun	percussionista_noun
permissivo_adjective	permissiu_adjective
woods_propernoun	woods_propernoun
pallavidino_propernoun	pallavidino_propernoun
giorgi_propernoun	giorgi_propernoun
bernèche_propernoun	bernèche_propernoun
este_adjective	est_adjective
analisar_verb	analitzar_verb
jannuzzi_propernoun	jannuzzi_propernoun
sant-quirze-del-vallès_propernoun	sant-quirze-del-vallès_propernoun
aristocracia_noun	aristocràcia_noun
câmara_noun	càmera_noun
circular_adjective	circular_adjective
mecanografia_noun	mecanografia_noun
camboja_propernoun	cambodja_propernoun
muntanyola_propernoun	muntanyola_propernoun
papilar_adjective	papil·lar_adjective
carofiglio_propernoun	carofiglio_propernoun
malícia_noun	malícia_noun
autodeterminação_noun	autodeterminació_noun
activismo_noun	activisme_noun
papagaio_noun	estel_noun
sarcasticamente_adverb	sarcàsticament_adverb
goneau_propernoun	goneau_propernoun
encenar_verb	escenificar_verb
subtracção_noun	subtracció_noun
aisa_propernoun	aisa_propernoun
ianaro_propernoun	ianaro_propernoun
anacrônico_adjective	anacrònic_adjective
montigny_propernoun	montigny_propernoun
nicolescu_propernoun	nicolescu_propernoun
unidirecional_adjective	unidireccional_adjective
vallribera_propernoun	vallribera_propernoun
coclear_adjective	coclear_adjective
passarelli_propernoun	passarelli_propernoun
substancial_adjective	substancial_adjective
arena_propernoun	arena_propernoun
ruben_propernoun	ruben_propernoun
fausto_propernoun	fausto_propernoun
preparação_noun	preparació_noun
dirigível_adjective	dirigible_adjective
secretário-geral_noun	secretari-general_noun
caler_propernoun	caler_propernoun
omíada_adjective	omeia_adjective
solsticial_adjective	solsticial_adjective
labiovelar_adjective	labiovelar_adjective
cheslock_propernoun	cheslock_propernoun
fosfatação_noun	fosfatació_noun
huamán_propernoun	huamán_propernoun
transcendental_adjective	transcendental_adjective
fernandez_propernoun	fernandez_propernoun
camiseta_noun	samarreta_noun
segovia_propernoun	segovia_propernoun
pijoan_propernoun	pijoan_propernoun
olano_propernoun	olano_propernoun
bizarro_propernoun	bizarro_propernoun
espectador_noun	espectador_noun
replantação_noun	replantació_noun
amical_adjective	amical_adjective
giollo_propernoun	giollo_propernoun
esgotável_adjective	esgotable_adjective
retrospetivamente_adverb	retrospectivament_adverb
paquette_propernoun	paquette_propernoun
berlato_propernoun	berlato_propernoun
flagelo_noun	flagell_noun
linha_noun	línia_noun
arbúcies_propernoun	arbúcies_propernoun
pezzotta_propernoun	pezzotta_propernoun
franzoni_propernoun	franzoni_propernoun
morfologia_noun	morfologia_noun
jardine_propernoun	jardine_propernoun
infidelidade_noun	infidelitat_noun
consular_adjective	consular_adjective
esforzar_verb	esforzar_verb
paraquedas_noun	paracaigudes_noun
plástico_noun	plàstic_noun
traqueostomia_noun	traqueostomia_noun
unicidade_noun	unicitat_noun
cisalpino_adjective	cisalpí_adjective
dar-alta_verb	donar-l'alta_verb
vento_noun	vent_noun
albiach_propernoun	albiach_propernoun
hulk_propernoun	hulk_propernoun
adjudicação_noun	adjudicació_noun
obstaculizar_verb	obstaculitzar_verb
retaguarda_noun	rereguarda_noun
fotoluminescente_adjective	fotoluminescent_adjective
barakat_propernoun	barakat_propernoun
fermat_propernoun	fermat_propernoun
animê_noun	anime_noun
referendo_noun	referend_noun
em-frente_adverb	davant_adverb
luciele_propernoun	luciele_propernoun
sinódico_adjective	sinòdic_adjective
șandor_propernoun	șandor_propernoun
mariano_adjective	marià_adjective
valenza_propernoun	valenza_propernoun
antiliberal_adjective	antiliberal_adjective
matencio_propernoun	matencio_propernoun
canton_propernoun	canton_propernoun
redator_noun	redactor_noun
izzo_propernoun	izzo_propernoun
sheehy_propernoun	sheehy_propernoun
farrero_propernoun	farrero_propernoun
escritor_noun	escriptor_noun
barón_propernoun	barón_propernoun
peçanha_propernoun	peçanha_propernoun
rawlings_propernoun	rawlings_propernoun
fuoco_propernoun	fuoco_propernoun
anchustegi_propernoun	anchustegi_propernoun
modificador_noun	modificador_noun
gelar_verb	gelar_verb
arquiconfraria_noun	arxiconfraria_noun
nourdin_propernoun	nourdin_propernoun
autom_propernoun	autom_propernoun
maleabilidade_noun	mal·leabilitat_noun
xixona_propernoun	xixona_propernoun
mestenapeo_propernoun	mestenapeo_propernoun
explicativamente_adverb	explicativament_adverb
fernandel_propernoun	fernandel_propernoun
redondo_adjective	rodó_adjective
espuga_propernoun	espuga_propernoun
chiodini_propernoun	chiodini_propernoun
invocar_verb	invocar_verb
turbide_propernoun	turbide_propernoun
desfazer_verb	desfer_verb
edital_adjective	edictal_adjective
tênia_noun	tènia_noun
mazzarrino_propernoun	mazzarrino_propernoun
torrico_propernoun	torrico_propernoun
indisponibilidade_noun	indisponibilitat_noun
faca_noun	ganivet_noun
solado_adjective	solat_adjective
bejan_propernoun	bejan_propernoun
lisbona_propernoun	lisbona_propernoun
brașoveanu_propernoun	brașoveanu_propernoun
patronado_noun	patronat_noun
vineis_propernoun	vineis_propernoun
pré-selecionar_verb	preseleccionar_verb
loignon_propernoun	loignon_propernoun
czarina_noun	tsarina_noun
nunno_propernoun	nunno_propernoun
aceña_propernoun	aceña_propernoun
chin_propernoun	chin_propernoun
contribuir_verb	aportar_verb
solomon_propernoun	solomon_propernoun
pentavalente_adjective	pentavalent_adjective
semitransparente_adjective	semitransparent_adjective
athanasiu_propernoun	athanasiu_propernoun
zambito_propernoun	zambito_propernoun
necessidade_noun	necessitat_noun
obstativo_adjective	obstatiu_adjective
banco-urquijo_propernoun	banco-urquijo_propernoun
oitocentos_numeral	huit-cents_numeral
grua_propernoun	grua_propernoun
cavezzali_propernoun	cavezzali_propernoun
sentido_noun	sentit_noun
fundo_adjective	profund_adjective
fifa_noun	fifa_noun
privilégio_noun	privilegi_noun
cruces_propernoun	cruces_propernoun
fechar_verb	cloure_verb
albalat_propernoun	albalat_propernoun
quadrante_noun	quadrant_noun
hoteleiro_noun	hoteler_noun
mašiotienė_propernoun	mašiotienė_propernoun
auscultação_noun	auscultació_noun
sustentável_adjective	sostenible_adjective
tobarra_propernoun	tobarra_propernoun
busby_propernoun	busby_propernoun
caux_propernoun	caux_propernoun
vegetarianamente_adverb	vegetarianament_adverb
pont_propernoun	pont_propernoun
directriz_noun	directriu_noun
cantábrico_adjective	cantàbric_adjective
trimestralmente_adverb	trimestralment_adverb
verdasco_propernoun	verdasco_propernoun
vigneault_propernoun	vigneault_propernoun
abertura_noun	obertura_noun
faguy_propernoun	faguy_propernoun
indução_noun	inducció_noun
aramaico_adjective	arameu_adjective
marcone_propernoun	marcone_propernoun
al-mahdí_propernoun	al-mahdí_propernoun
redondo_propernoun	redondo_propernoun
appleby_propernoun	appleby_propernoun
celebrador_adjective	celebrador_adjective
centralista_adjective	centralista_adjective
implacabilidade_noun	implacabilitat_noun
eliminador_adjective	eliminador_adjective
eletrodoméstico_adjective	electrodomèstic_adjective
oficial_noun	oficial_noun
fascicular_adjective	fascicular_adjective
plutónio_noun	plutoni_noun
ecologista_adjective	ecologista_adjective
insaciado_adjective	insaciat_adjective
schultze_propernoun	schultze_propernoun
magrone_propernoun	magrone_propernoun
vitor_propernoun	vitor_propernoun
roig_propernoun	roig_propernoun
anders_propernoun	anders_propernoun
tabu_noun	tabú_noun
evangelisti_propernoun	evangelisti_propernoun
lesage_propernoun	lesage_propernoun
pecuniariamente_adverb	pecuniàriament_adverb
no-decorrer-de_preposition	en-el-transcurs-de_preposition
figuera_propernoun	figuera_propernoun
capitalizável_adjective	capitalitzable_adjective
synnott_propernoun	synnott_propernoun
frear_verb	frenar_verb
emenda_noun	esmena_noun
multitubular_adjective	multitubular_adjective
fantasma_noun	fantasma_noun
facchiano_propernoun	facchiano_propernoun
aguera_propernoun	aguera_propernoun
tragicômico_adjective	tragicòmic_adjective
péssimo_adjective	pèssim_adjective
scardino_propernoun	scardino_propernoun
pavimentado_adjective	pavimentat_adjective
supremo-tribunal-federal_propernoun	tribunal-suprem-federal_propernoun
bourget_propernoun	bourget_propernoun
cozinheiro_noun	cuiner_noun
fotão_noun	fotó_noun
piłsudski_propernoun	piłsudski_propernoun
necrótico_adjective	necròtic_adjective
falar_noun	parla_noun
ladrie_propernoun	ladrie_propernoun
ermida_noun	ermita_noun
tetraneto_noun	quadrinét_noun
crítica_noun	crítica_noun
vila-sacra_propernoun	vila-sacra_propernoun
cukor_propernoun	cukor_propernoun
armosino_propernoun	armosino_propernoun
salah_propernoun	salah_propernoun
embalsamamento_noun	embalsamament_noun
vizcaíno_propernoun	vizcaíno_propernoun
capturador_adjective	capturador_adjective
argivo_adjective	argiu_adjective
deflexão_noun	deflexió_noun
disponibilizar_verb	posar-a-disposició_verb
cardíaco_adjective	cardíac_adjective
primacial_adjective	primacial_adjective
franconi_propernoun	franconi_propernoun
tangente_adjective	tangent_adjective
bodini_propernoun	bodini_propernoun
recurvado_adjective	recurvat_adjective
rubiralta_propernoun	rubiralta_propernoun
complemento_noun	complement_noun
austríaco_noun	austríac_noun
ligulado_adjective	ligulat_adjective
castor_noun	castor_noun
mocci_propernoun	mocci_propernoun
fisichella_propernoun	fisichella_propernoun
guitarrista_noun	guitarrista_noun
émile_propernoun	émile_propernoun
velasco_propernoun	velasco_propernoun
candelario_propernoun	candelario_propernoun
llado_propernoun	llado_propernoun
ciprés_propernoun	ciprés_propernoun
alessandro_propernoun	alessandro_propernoun
kwan_propernoun	kwan_propernoun
de-bruijn_propernoun	de-bruijn_propernoun
coordenação_noun	coordinació_noun
puigverd-d'agramunt_propernoun	puigverd-d'agramunt_propernoun
ostrogodo_adjective	ostrogot_adjective
domènech-i-montaner_propernoun	domènech-i-montaner_propernoun
ambiguamente_adverb	ambiguament_adverb
conesa_propernoun	conesa_propernoun
porco_adjective	porc_adjective
mouro_noun	moro_noun
dancause_propernoun	dancause_propernoun
circular_verb	circular_verb
dennis_propernoun	dennis_propernoun
rubiales_propernoun	rubiales_propernoun
storey_propernoun	storey_propernoun
milian_propernoun	milian_propernoun
ehrenfreund_propernoun	ehrenfreund_propernoun
parasitológico_adjective	parasitològic_adjective
romanceiro_noun	romancer_noun
orihuela_propernoun	orihuela_propernoun
referir_verb	referir_verb
sulista_noun	sudista_noun
de-souza_propernoun	de-souza_propernoun
cúprico_adjective	cúpric_adjective
barbosa_propernoun	barbosa_propernoun
tampa_noun	tapadora_noun
causalidade_noun	causalitat_noun
von-hammerstein-equord_propernoun	von-hammerstein-equord_propernoun
talens_propernoun	talens_propernoun
hamand_propernoun	hamand_propernoun
inglês_noun	anglès_noun
llinares_propernoun	llinares_propernoun
gustavo_propernoun	gustavo_propernoun
resplendente_adjective	resplendent_adjective
ambas_pronoun	ambdues_pronoun
procacidade_noun	procacitat_noun
panorâmico_adjective	panoràmic_adjective
isabelle_propernoun	isabelle_propernoun
tormento_noun	turment_noun
reapresentação_noun	representació_noun
distanciar_verb	distanciar_verb
alugar_verb	llogar_verb
bota_noun	bota_noun
para-que_subordinatingconjunction	perquè_subordinatingconjunction
lagache_propernoun	lagache_propernoun
acetificação_noun	acetificació_noun
bloch_propernoun	bloch_propernoun
velilla_propernoun	velilla_propernoun
trezeno_adjective	tretzè_adjective
salamo_propernoun	salamo_propernoun
média_noun	mitjana_noun
huidobro_propernoun	huidobro_propernoun
poção_noun	poció_noun
quaresmal_adjective	quaresmal_adjective
ornellas_propernoun	ornellas_propernoun
curdo_noun	kurd_noun
urbanisticamente_adverb	urbanísticament_adverb
indiana_propernoun	indiana_propernoun
monolingue_adjective	monolingüe_adjective
azeviche_noun	atzabeja_noun
grosso_adjective	gruixut_adjective
saudação_noun	salutació_noun
sagrista_propernoun	sagrista_propernoun
casulleras_propernoun	casulleras_propernoun
paleólogo_noun	paleòleg_noun
melífico_adjective	mel·lífic_adjective
apetecer_verb	abellir_verb
denuncia_noun	denuncia_noun
coimbra_propernoun	coïmbra_propernoun
dalesio_propernoun	dalesio_propernoun
smuraglia_propernoun	smuraglia_propernoun
testador_noun	testador_noun
atuante_noun	actuant_noun
aaleniano_adjective	aalenià_adjective
vaciago_propernoun	vaciago_propernoun
posteriormente_adverb	posteriorment_adverb
dire_propernoun	dire_propernoun
anêmico_adjective	anèmic_adjective
explosivo_adjective	explosiu_adjective
valencia_propernoun	valencia_propernoun
sumner_propernoun	sumner_propernoun
milliard_propernoun	milliard_propernoun
perafita_propernoun	perafita_propernoun
montar_verb	muntar_verb
guerin_propernoun	guerin_propernoun
acontecimento_noun	succés_noun
reacionário_adjective	reaccionari_adjective
gordilho_propernoun	gordilho_propernoun
habitacional_adjective	habitacional_adjective
negoiță_propernoun	negoiță_propernoun
polański_propernoun	polański_propernoun
landim_propernoun	landim_propernoun
cocktail_noun	còctel_noun
toque_noun	toc_noun
mailly_propernoun	mailly_propernoun
marien_propernoun	marien_propernoun
michelangeli_propernoun	michelangeli_propernoun
escalé_propernoun	escalé_propernoun
donno_propernoun	donno_propernoun
patologista_noun	patòleg_noun
cardeal_adjective	cardinal_adjective
desgranges_propernoun	desgranges_propernoun
regional_adjective	regional_adjective
ao-contrário-de_preposition	al-contrari-de_preposition
julianne_propernoun	julianne_propernoun
efetuar_verb	efectuar_verb
impedível_adjective	impedible_adjective
vertefeuille_propernoun	vertefeuille_propernoun
piris_propernoun	piris_propernoun
celta_noun	celta_noun
perdomo_propernoun	perdomo_propernoun
cruzada_noun	croada_noun
estequiométrico_adjective	estequiomètric_adjective
aproximado_adjective	aproximat_adjective
nenhum_determiner	cap_determiner
andrino_propernoun	andrino_propernoun
subunidade_noun	subunitat_noun
périgny_propernoun	périgny_propernoun
zambelli_propernoun	zambelli_propernoun
estrada_noun	carretera_noun
ahrayi_propernoun	ahrayi_propernoun
ashby_propernoun	ashby_propernoun
seguinte_adjective	següent_adjective
johann_propernoun	johann_propernoun
espetroscopista_noun	espectroscopista_noun
analgésico_adjective	analgèsic_adjective
salud_propernoun	salud_propernoun
feio_adjective	lleig_adjective
triliteral_adjective	triliteral_adjective
simancas_propernoun	simancas_propernoun
iovino_propernoun	iovino_propernoun
ptolemaico_adjective	ptolemaic_adjective
aguante_noun	aguant_noun
gañán_propernoun	gañán_propernoun
anistia_noun	amnistia_noun
arsenical_adjective	arsenical_adjective
borghetto_propernoun	borghetto_propernoun
