esclofollar_verb	éplucher_verb
andraos_propernoun	andraos_propernoun
xamba_noun	coup-de-veine_noun
immobilització_noun	immobilisation_noun
hemorràgia_noun	hémorragie_noun
morelló_propernoun	morelló_propernoun
regularitzar_verb	régulariser_verb
carn_noun	viande_noun
caudiel_propernoun	caudiel_propernoun
delatte_propernoun	delatte_propernoun
antroponímia_noun	anthroponymie_noun
bipolarisme_noun	bipolarisme_noun
bondat_noun	bonté_noun
pastore_propernoun	pastore_propernoun
sòria_propernoun	sòria_propernoun
bosc_noun	bois_noun
postcondició_noun	postcondition_noun
yubero_propernoun	yubero_propernoun
aspiratori_adjective	aspiratoire_adjective
flavina_noun	flavine_noun
cabirol_noun	cerf_noun
levinia_propernoun	levinia_propernoun
estàndard_noun	standard_noun
prou_adverb	assez_adverb
custeau_propernoun	custeau_propernoun
caramaschi_propernoun	caramaschi_propernoun
peticionari_noun	pétitionnaire_noun
metro_noun	métro_noun
ione_propernoun	ione_propernoun
meprobamat_noun	méprobamate_noun
hipersònic_adjective	hypersonique_adjective
hidrat_noun	hydrate_noun
provençal_adjective	provençal_adjective
maurice_propernoun	maurice_propernoun
leeds_propernoun	leeds_propernoun
degudament_adverb	dûment_adverb
viaule_propernoun	viaule_propernoun
molar_adjective	molaire_adjective
menorquí_adjective	minorquin_adjective
besant_noun	besant_noun
metge-d'urgències_noun	urgentologue_noun
surar_verb	flotter_verb
manubens_propernoun	manubens_propernoun
sigil·lografia_noun	sigillographie_noun
xafarderia_noun	ragot_noun
tros_noun	morceau_noun
sakharov_propernoun	sakharov_propernoun
de-souza_propernoun	de-souza_propernoun
enseñat_propernoun	enseñat_propernoun
excel·lir_verb	exceller_verb
resa_propernoun	resa_propernoun
armas_propernoun	armas_propernoun
fòlic_adjective	folique_adjective
comunalisme_noun	communalisme_noun
hidròfug_adjective	hydrofuge_adjective
través_noun	travers_noun
dilma_propernoun	dilma_propernoun
bennati_propernoun	bennati_propernoun
mutació_noun	mutation_noun
flexa_propernoun	flexa_propernoun
titllar_verb	taxer_verb
redreçar_verb	redresser_verb
peralta_propernoun	peralta_propernoun
plantofada_noun	claque_noun
insinceritat_noun	insincérité_noun
hawaii_propernoun	hawaï_propernoun
perruqueria_noun	salon-de-coiffure_noun
orogènic_adjective	orogénique_adjective
victoriano_propernoun	victoriano_propernoun
categoritzar_verb	catégoriser_verb
desembeinar_verb	tirer_verb
entendre_verb	piger_verb
laceració_noun	lacération_noun
cristianosocial_adjective	chrétien-social_adjective
boleda_propernoun	boleda_propernoun
polisil·làbic_adjective	polysyllabique_adjective
prió_noun	prion_noun
borghesi_propernoun	borghesi_propernoun
putin_propernoun	putin_propernoun
calvino_propernoun	calvino_propernoun
rebolcar_verb	renverser_verb
prestatgeria_noun	étagère_noun
riuada_noun	crue_noun
galioto_propernoun	galioto_propernoun
fokus_propernoun	fokus_propernoun
montplaisir_propernoun	montplaisir_propernoun
bacus_propernoun	bacchus_propernoun
cucurull_propernoun	cucurull_propernoun
abu_propernoun	abu_propernoun
desintegrat_adjective	désintégré_adjective
frigola_propernoun	frigola_propernoun
electròlisi_noun	électrolyse_noun
alita_propernoun	alita_propernoun
aspa_noun	pale_noun
raffalli_propernoun	raffalli_propernoun
monoplaça_adjective	monoplace_adjective
encoratjament_noun	encouragement_noun
dentició_noun	dentition_noun
violeta_noun	violet_noun
marxa_noun	marche_noun
avisar_verb	prévenir_verb
adquisició_noun	acquisition_noun
pronòstic_adjective	pronostique_adjective
muntura_noun	monture_noun
redactar_verb	libeller_verb
sanabra_propernoun	sanabra_propernoun
arouca_propernoun	arouca_propernoun
bellotti_propernoun	bellotti_propernoun
fitopatologia_noun	phytopathologie_noun
delangis_propernoun	delangis_propernoun
kocsis_propernoun	kocsis_propernoun
ramsès_propernoun	ramsès_propernoun
reentrenar_verb	réentraîner_verb
actualment_adverb	à-présent_adverb
circularitat_noun	circularité_noun
vinyater_noun	vigneron_noun
muguet_noun	muguet_noun
legina_propernoun	legina_propernoun
seny_noun	bon-sens_noun
cabina_noun	cabine_noun
parer_noun	avis_noun
hepatitis_noun	hépatite_noun
windows-2000_propernoun	windows-2000_propernoun
salvadori_propernoun	salvadori_propernoun
fumable_adjective	fumable_adjective
desposseir_verb	déchu_verb
favre_propernoun	favre_propernoun
tetràgon_noun	tétragone_noun
homògraf_adjective	homographe_adjective
nesprer_noun	néflier_noun
alanis_propernoun	alanis_propernoun
herminda_propernoun	herminda_propernoun
multiracial_adjective	multiracial_adjective
florescu_propernoun	florescu_propernoun
schalke_propernoun	schalke_propernoun
cinàmic_adjective	cinnamique_adjective
clandestinament_adverb	clandestinement_adverb
púnic_adjective	punique_adjective
clarmont-d'alvèrnia_propernoun	clermont-ferrand_propernoun
eufrates_propernoun	euphrate_propernoun
generalitzar_verb	généraliser_verb
biòpsia_noun	biopsie_noun
alaide_propernoun	alaide_propernoun
ridgeon_propernoun	ridgeon_propernoun
transculturació_noun	transculturation_noun
preceptoral_adjective	préceptoral_adjective
criptògraf_noun	cryptographe_noun
contractura_noun	contracture_noun
ionitzable_adjective	ionisable_adjective
subsidiarietat_noun	subsidiarité_noun
textura_noun	texture_noun
haar_propernoun	haar_propernoun
arzalluz_propernoun	arzalluz_propernoun
actinomètric_adjective	actinométrique_adjective
erosió_noun	érosion_noun
l'indépendant_propernoun	l'indépendant_propernoun
desenrotllar_verb	dérouler_verb
estudiant-en-pràctiques_noun	stagiaire_noun
suite_noun	suite_noun
ostentós_adjective	ostentatoire_adjective
equivocar_verb	tromper_verb
durand_propernoun	durand_propernoun
misteriós_adjective	mystérieux_adjective
requejo_propernoun	requejo_propernoun
ordre-de-recerca_noun	mandat-de-recherche_noun
inconfusible_adjective	inimitable_adjective
tusnelda_propernoun	tusnelda_propernoun
densament_adverb	densement_adverb
dendrometria_noun	dendrométrie_noun
mondou_propernoun	mondou_propernoun
tromboembòlic_adjective	thrombo-embolique_adjective
uhlen_propernoun	uhlen_propernoun
salanca_propernoun	salanque_propernoun
espermicida_noun	spermicide_noun
aleandra_propernoun	aleandra_propernoun
papazian_propernoun	papazian_propernoun
sil·labari_noun	syllabaire_noun
kristalina_propernoun	kristalina_propernoun
enllestir_verb	terminer_verb
micròmetre_noun	micromètre_noun
internet_noun	internet_noun
asfalt_noun	bitume_noun
mckay_propernoun	mckay_propernoun
projectista_noun	responsable-de-projet_noun
report_noun	rapport_noun
yangon_propernoun	yangon_propernoun
torrico_propernoun	torrico_propernoun
jesusa_propernoun	jesusa_propernoun
infrautilitzar_verb	sous-utiliser_verb
nélida_propernoun	nélida_propernoun
autoradiografia_noun	autoradiographie_noun
famiglietti_propernoun	famiglietti_propernoun
confluència_noun	confluence_noun
soteras_propernoun	soteras_propernoun
liderar_verb	dominer_verb
trombó-de-pistons_noun	trombone-à-pistons_noun
asparagina_noun	asparagine_noun
la-pica_propernoun	la-pica_propernoun
digerir_verb	digérer_verb
denigració_noun	dénigrement_noun
sebàcic_adjective	sébacique_adjective
acapulco_propernoun	acapulco_propernoun
realment_adverb	réellement_adverb
déchêne_propernoun	déchêne_propernoun
cama_noun	jambe_noun
estima_noun	considération_noun
cilatal_propernoun	cilatal_propernoun
dallas_propernoun	dallas_propernoun
ginecològic_adjective	gynécologique_adjective
heròdot_propernoun	hérodote_propernoun
balduí_propernoun	balduí_propernoun
tebar_propernoun	tebar_propernoun
sutge_noun	suie_noun
viatjar_verb	voyager_verb
vicari_noun	vicaire_noun
parentiu_noun	parenté_noun
homotopia_noun	homotopie_noun
vinari_adjective	vinaire_adjective
els-alps_propernoun	les-alpes_propernoun
hipnòticament_adverb	hypnotiquement_adverb
trípode_noun	trépied_noun
dutrisac_propernoun	dutrisac_propernoun
reventós_propernoun	reventós_propernoun
ranura_noun	rainure_noun
heptagonal_adjective	heptagonal_adjective
operó_noun	opéron_noun
baixkir_adjective	bachkir_adjective
atrotinat_adjective	déglingué_adjective
ommnívor_adjective	ommnivore_adjective
sagnar_verb	sagner_verb
prisco_propernoun	prisco_propernoun
algun_pronoun	certains_pronoun
milla_noun	mile_noun
genesa_propernoun	genesa_propernoun
lorentz_propernoun	lorentz_propernoun
google_propernoun	google_propernoun
admirable_adjective	admirable_adjective
igual_adjective	égal_adjective
guinness_propernoun	guinness_propernoun
almira_propernoun	almira_propernoun
gordillo_propernoun	gordillo_propernoun
mcluhan_propernoun	mcluhan_propernoun
blackmore_propernoun	blackmore_propernoun
progressivitat_noun	progressivité_noun
ventricelli_propernoun	ventricelli_propernoun
neurociència_noun	neuroscience_noun
chaila_propernoun	chaila_propernoun
caqui_noun	plaqueminier_noun
jònia_propernoun	ionie_propernoun
idem_propernoun	idem_propernoun
faceta_noun	facette_noun
cartera_noun	portefeuille_noun
coliforme_adjective	coliforme_adjective
ebrietat_noun	ébriété_noun
aspresa_noun	aspérité_noun
transport_noun	transport_noun
mehdi_propernoun	mehdi_propernoun
empastar_verb	empâter_verb
adoptant_noun	adoptant_noun
percussionista_noun	percussionniste_noun
baran_propernoun	baran_propernoun
tebi_adjective	tiède_adjective
somnolència_noun	somnolence_noun
boratat_adjective	boraté_adjective
carmanyola_noun	gamelle_noun
espècie_noun	espèce_noun
sillah_propernoun	sillah_propernoun
cop-d'ull_noun	coup-d'œil_noun
saide_propernoun	saide_propernoun
pilar_noun	pilier_noun
superfluid_noun	superfluide_noun
perquè_subordinatingconjunction	parce-que_subordinatingconjunction
santerini_propernoun	santerini_propernoun
noèlia_propernoun	noèlia_propernoun
esperantista_adjective	espérantiste_adjective
marià_propernoun	marià_propernoun
lacònicament_adverb	laconiquement_adverb
rhéaume_propernoun	rhéaume_propernoun
pneumococ_noun	pneumocoque_noun
ultrafiltració_noun	ultrafiltration_noun
napash_propernoun	napash_propernoun
albistur_propernoun	albistur_propernoun
estalvi_noun	épargne_noun
eritròcit_noun	érythrocyte_noun
liarte_propernoun	liarte_propernoun
luteci_noun	lutécium_noun
teixó_noun	blaireau_noun
previst_adjective	prévu_adjective
àlies_adverb	alias_adverb
claret_propernoun	claret_propernoun
infame_adjective	infame_adjective
cataplexia_noun	cataplexie_noun
nayade_propernoun	nayade_propernoun
esoterisme_noun	ésotérisme_noun
caudal_adjective	caudal_adjective
la-guingueta-d'àneu_propernoun	la-guingueta-d'àneu_propernoun
valéry_propernoun	valéry_propernoun
isobàric_adjective	isobarique_adjective
adaptar_verb	adapter_verb
garagnani_propernoun	garagnani_propernoun
eficàcia_noun	efficacité_noun
tomografia_noun	tomographie_noun
estanquitat_noun	étanchéité_noun
davanter_adjective	avant_adjective
desenclavar_verb	désenclaver_verb
àgilment_adverb	agilement_adverb
idaira_propernoun	idaira_propernoun
palau_propernoun	palau_propernoun
abdel_propernoun	abdel_propernoun
burke_propernoun	burke_propernoun
fotyga_propernoun	fotyga_propernoun
edifici_noun	édifice_noun
de-fusta_adjective	en-bois_adjective
iyanna_propernoun	iyanna_propernoun
gitano_adjective	tzigane_adjective
reynaud_propernoun	reynaud_propernoun
una-miqueta-massa-de_preposition	un-petit-peu-trop-de_preposition
arbulu_propernoun	arbulu_propernoun
balkany_propernoun	balkany_propernoun
demagògic_adjective	démagogique_adjective
caligiore_propernoun	caligiore_propernoun
bilobat_adjective	bilobé_adjective
solaz_propernoun	solaz_propernoun
oceanologia_noun	océanologie_noun
precisament_adverb	justement_adverb
àgnat_noun	agnathe_noun
wilana_propernoun	wilana_propernoun
platea_noun	parterre_noun
sant-martí-de-llémena_propernoun	sant-martí-de-llémena_propernoun
fuentes_propernoun	fuentes_propernoun
taronja_noun	orange_noun
thunberg_propernoun	thunberg_propernoun
candor_noun	candeur_noun
verducci_propernoun	verducci_propernoun
galia_propernoun	galia_propernoun
implant_noun	implant_noun
goienetxea_propernoun	goienetxea_propernoun
vaqué_propernoun	vaqué_propernoun
semicircular_adjective	demi-circulaire_adjective
preparatori_adjective	préparatoire_adjective
cadel_propernoun	cadel_propernoun
veronica_propernoun	veronica_propernoun
gandul_noun	paresseux_noun
brial_propernoun	brial_propernoun
allie_propernoun	allie_propernoun
carbonaro_propernoun	carbonaro_propernoun
benali_propernoun	benali_propernoun
retoc_noun	retouche_noun
bazinet_propernoun	bazinet_propernoun
nuncupació_noun	nuncupation_noun
sobreexcitació_noun	surexcitation_noun
marr_propernoun	marr_propernoun
lersundi_propernoun	lersundi_propernoun
fantasiejar_verb	fantasmer_verb
preempció_noun	préemption_noun
de-genollons_adverb	à-genoux_adverb
agutí_noun	agouti_noun
granític_adjective	granitique_adjective
baix-egipte_propernoun	basse-égypte_propernoun
torbós_adjective	tourbeux_adjective
conscienciar_verb	prendre-conscience_verb
tràiler_noun	semi-remorque_noun
polèmic_adjective	controversé_adjective
simonia_noun	simonie_noun
bascio_propernoun	bascio_propernoun
altercació_noun	altercation_noun
chatigny_propernoun	chatigny_propernoun
elum_propernoun	elum_propernoun
dot_propernoun	dot_propernoun
meitneri_noun	meitnérium_noun
grant_propernoun	grant_propernoun
estúpid_adjective	con_adjective
elogiar_verb	louer_verb
entapissar_verb	recouvrir_verb
ericka_propernoun	ericka_propernoun
serroukh_propernoun	serroukh_propernoun
balderrama_propernoun	balderrama_propernoun
debian-lenny_propernoun	debian-lenny_propernoun
eugénie_propernoun	eugénie_propernoun
tex_propernoun	tex_propernoun
melicchio_propernoun	melicchio_propernoun
nàusea_noun	nausée_noun
masticatori_noun	masticatoire_noun
lancaster_propernoun	lancaster_propernoun
aquell_determiner	celui-là_determiner
aquell_demonstrativepronoun	celui-là_demonstrativepronoun
virtuosisme_noun	virtuosisme_noun
surpik_propernoun	surpik_propernoun
almenara_propernoun	almenara_propernoun
festa-major_noun	grande-fête_noun
enterrament_noun	enfouissement_noun
gripp_propernoun	gripp_propernoun
alfabet_noun	alphabète_noun
entre_preposition	parmi_preposition
maclat_adjective	maclé_adjective
autoria_noun	paternité_noun
recife_propernoun	recife_propernoun
vampíric_adjective	vampirique_adjective
alitzarina_noun	alizarine_noun
certesa_noun	certitude_noun
nausica_propernoun	nausica_propernoun
anticomunisme_noun	anticommunisme_noun
oportunista_noun	opportuniste_noun
kingston_propernoun	kingston_propernoun
creacionisme_noun	créationnisme_noun
enigmàticament_adverb	énigmatiquement_adverb
giroux_propernoun	giroux_propernoun
torçar_verb	tordre_verb
didier_propernoun	didier_propernoun
persa_noun	persan_noun
epifani_propernoun	epifani_propernoun
prestigi_noun	prestige_noun
justo_propernoun	justo_propernoun
mihalcea_propernoun	mihalcea_propernoun
udl_noun	udl_noun
giraldo_propernoun	giraldo_propernoun
incapacitat_noun	incapacité_noun
horta-de-sant-joan_propernoun	horta-de-sant-joan_propernoun
despatxar_verb	congédier_verb
dopant_noun	dopant_noun
burns_propernoun	burns_propernoun
leber_propernoun	leber_propernoun
consumista_adjective	de-consommation_adjective
mirabelle_propernoun	mirabelle_propernoun
alam_propernoun	alam_propernoun
denia_propernoun	denia_propernoun
peptídic_adjective	peptidique_adjective
estacada_noun	palissade_noun
el-que_relativepronoun	celui-que_relativepronoun
el-que_pronoun	celui-que_pronoun
sintètic_adjective	synthétique_adjective
becerro_propernoun	becerro_propernoun
molt_adverb	grandement_adverb
modena_propernoun	modena_propernoun
assalt_noun	round_noun
stephane_propernoun	stephane_propernoun
matulli_propernoun	matulli_propernoun
nihilisme_noun	nihilisme_noun
consolidable_adjective	consolidable_adjective
sabio_propernoun	sabio_propernoun
valer-la-pena_verb	valoir-la-peine_verb
voler_verb	avoir-envie-de_verb
mosso-d'esquadra_noun	policier_noun
alstom_propernoun	alstom_propernoun
suau_propernoun	suau_propernoun
atímia_noun	athymie_noun
uraninita_noun	uraninite_noun
tap_noun	bouchon_noun
ximple_adjective	sot_adjective
tors_noun	torse_noun
samper_propernoun	samper_propernoun
màrtir_noun	martyr_noun
coiteux_propernoun	coiteux_propernoun
indiscutiblement_adverb	indiscutablement_adverb
shelley_propernoun	shelley_propernoun
piramidal_adjective	piramidal_adjective
arsenita_noun	arsenite_noun
procreació_noun	procréation_noun
iturraspe_propernoun	iturraspe_propernoun
internet_noun	net_noun
carlemany_propernoun	charlemagne_propernoun
seleccionar_verb	sélectionner_verb
llagoter_noun	flatteur_noun
escut_noun	bouclier_noun
kautar_propernoun	kautar_propernoun
enrotllar_verb	enrouler_verb
ostrogòtic_adjective	ostrogotique_adjective
boadella-i-les-escaules_propernoun	boadella-i-les-escaules_propernoun
deganat_noun	décanat_noun
mira_noun	mire_noun
lídia_propernoun	lydie_propernoun
hoyos_propernoun	hoyos_propernoun
coello_propernoun	coello_propernoun
incurvació_noun	incurvation_noun
